dut_id:56100DLCQ00016 result:PASS time:30.688 device_config: G950-15970-04 station_id: MT5_FVN-E1F3-G01_FATP-AUDIO_BJ25A-01
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
init_test_thread,Battery_Capacity,56,30.0 , 100.0,30.0 , 100.0
init_test_thread,speaker_cal,TRUE,'x' is True,,,
initial_dut_temperature,battery_temp,27.3,-inf , +inf,-inf , +inf
aow_info,connection_type,"""WIFI""",'x' is not None,,,
aow_info,ssid,"""MT-G02-AUDIO-01""",'x' is not None,,,
aow_info,freq,"""5700""",'x' is not None,,,
aow_info,rssi,"""-27""",'x' is not None,,,
DeviceInit,connection_type,"""WIFI""",'x' is not None,,,
mic_1_sens_functional,mic-1_sens_functional,-37.161,-90.0 , +inf,-90.0 , +inf
mic_1_sens,mic-1_sens,-37.161,-39.5 , -34.5,-39.5 , -34.5
mic_1_fr,mic-1_fr_00100.0,-37.982,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00106.0,-37.775,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00112.0,-37.608,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00118.0,-37.547,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00125.0,-37.476,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00132.0,-37.454,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00140.0,-37.499,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00150.0,-37.54,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00160.0,-37.543,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00170.0,-37.527,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00180.0,-37.488,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00190.0,-37.448,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00200.0,-37.408,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00212.0,-37.367,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00224.0,-37.332,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00236.0,-37.308,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00250.0,-37.285,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00265.0,-37.262,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00280.0,-37.244,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00300.0,-37.243,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00315.0,-37.243,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00335.0,-37.21,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00355.0,-37.179,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00375.0,-37.175,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00400.0,-37.172,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00425.0,-37.158,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00450.0,-37.14,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00475.0,-37.121,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00500.0,-37.113,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00530.0,-37.124,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00560.0,-37.127,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00600.0,-37.103,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00630.0,-37.085,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00670.0,-37.062,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00710.0,-37.044,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00750.0,-37.013,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00800.0,-37.026,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00850.0,-37.063,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00900.0,-37.113,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00950.0,-37.114,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01000.0,-37.161,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01060.0,-37.103,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01120.0,-37.024,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01180.0,-36.99,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01250.0,-37.044,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01320.0,-37.169,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01400.0,-37.159,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01500.0,-37.281,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01600.0,-37.094,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01700.0,-37.227,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01800.0,-37.354,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_01900.0,-36.841,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_02000.0,-36.751,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_02120.0,-36.958,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_02240.0,-37.044,-inf , +inf,-inf , +inf
