phase,freq,low_limit,high_limit
mic-3_fr,2240,-0.5,0.5
mic-3_fr,2360,-0.5,0.5
mic-3_fr,2500,-0.5,0.5
mic-3_fr,2650,-0.5,0.5
mic-3_fr,2800,-0.5,0.5
mic-3_fr,3000,-0.5,0.5
mic-3_fr,3150,-1,-1
mic-3_fr,3350,-1,-1
mic-3_fr,3550,-1,-1
mic-3_fr,3750,-1,-1
mic-3_fr,4000,-1,-1
mic-3_fr,4250,-1,-1
mic-3_fr,4500,-1,-1
mic-3_fr,4750,-1,-1
mic-3_fr,5000,-1,-1
mic-3_fr,5300,-1,-1
mic-3_fr,5600,-1,-1
mic-3_fr,6000,-1,-1
mic-3_fr,6300,-1,-1
mic-3_fr,6700,-1,-1
mic-3_fr,7100,-1,-1
mic-3_fr,7500,-1,-1
mic-3_fr,8000,-1,-1
mic-3_fr,8500,-1,-1
mic-3_fr,9000,-1,-1
mic-3_fr,9500,-1,-1
mic-3_fr,10000,-1,-1
mic-3_fr,10600,NA,NA
mic-3_fr,11200,NA,NA
mic-3_fr,11800,NA,NA
mic-3_fr,12500,NA,NA
mic-3_fr,13200,NA,NA
mic-3_fr,14000,NA,NA
mic-3_fr,15000,NA,NA
mic-3_fr,16000,NA,NA
mic-3_fr,17000,NA,NA
mic-3_fr,18000,NA,NA
mic-3_fr,19000,NA,NA
mic-3_fr,20000,NA,NA
mic-3_fr,21200,NA,NA
mic-3_fr,22400,NA,NA
mic-3_fr_norm,100,-1,1
mic-3_fr_norm,106,-1,1
mic-3_fr_norm,112,-1,1
mic-3_fr_norm,118,-1,1
mic-3_fr_norm,125,-1,1
mic-3_fr_norm,132,-1,1
mic-3_fr_norm,140,-1,1
mic-3_fr_norm,150,-0.5,0.5
mic-3_fr_norm,160,-0.5,0.5
mic-3_fr_norm,170,-0.5,0.5
mic-3_fr_norm,180,-0.5,0.5
mic-3_fr_norm,190,-0.5,0.5
mic-3_fr_norm,200,-0.5,0.5
mic-3_fr_norm,212,-0.5,0.5
mic-3_fr_norm,224,-0.5,0.5
mic-3_fr_norm,236,-0.5,0.5
mic-3_fr_norm,250,-0.5,0.5
mic-3_fr_norm,265,-0.5,0.5
mic-3_fr_norm,280,-0.5,0.5
mic-3_fr_norm,300,-0.5,0.5
mic-3_fr_norm,315,-0.5,0.5
mic-3_fr_norm,335,-0.5,0.5
mic-3_fr_norm,355,-0.5,0.5
mic-3_fr_norm,375,-0.5,0.5
mic-3_fr_norm,400,-0.5,0.5
mic-3_fr_norm,425,-0.5,0.5
mic-3_fr_norm,450,-0.5,0.5
mic-3_fr_norm,475,-0.5,0.5
mic-3_fr_norm,500,-0.5,0.5
mic-3_fr_norm,530,-0.5,0.5
mic-3_fr_norm,560,-0.5,0.5
mic-3_fr_norm,600,-0.5,0.5
mic-3_fr_norm,630,-0.5,0.5
mic-3_fr_norm,670,-0.5,0.5
mic-3_fr_norm,710,-0.5,0.5
mic-3_fr_norm,750,-0.5,0.5
mic-3_fr_norm,800,-0.5,0.5
mic-3_fr_norm,850,-0.5,0.5
mic-3_fr_norm,900,-0.5,0.5
mic-3_fr_norm,950,-0.5,0.5
mic-3_fr_norm,1000,-0.5,0.5
mic-3_fr_norm,1060,-0.5,0.5
mic-3_fr_norm,1120,-0.5,0.5
mic-3_fr_norm,1180,-0.5,0.5
mic-3_fr_norm,1250,-0.5,0.5
mic-3_fr_norm,1320,-0.5,0.5
mic-3_fr_norm,1400,-0.5,0.5
mic-3_fr_norm,1500,-0.5,0.5
mic-3_fr_norm,1600,-0.5,0.5
mic-3_fr_norm,1700,-0.5,0.5
mic-3_fr_norm,1800,-0.5,0.5
mic-3_fr_norm,1900,-0.5,0.5
mic-3_fr_norm,2000,-0.5,0.5
mic-3_fr_norm,2120,-0.5,0.5
mic-3_fr_norm,2240,-0.5,0.5
mic-3_fr_norm,2360,-0.5,0.5
mic-3_fr_norm,2500,-0.5,0.5
mic-3_fr_norm,2650,-0.5,0.5
mic-3_fr_norm,2800,-0.5,0.5
mic-3_fr_norm,3000,-0.5,0.5
mic-3_fr_norm,3150,-1,-1
mic-3_fr_norm,3350,-1,-1
mic-3_fr_norm,3550,-1,-1
mic-3_fr_norm,3750,-1,-1
mic-3_fr_norm,4000,-1,-1
mic-3_fr_norm,4250,-1,-1
mic-3_fr_norm,4500,-1,-1
mic-3_fr_norm,4750,-1,-1
mic-3_fr_norm,5000,-1,-1
mic-3_fr_norm,5300,-1,-1
mic-3_fr_norm,5600,-1,-1
mic-3_fr_norm,6000,-1,-1
mic-3_fr_norm,6300,-1,-1
mic-3_fr_norm,6700,-1,-1
mic-3_fr_norm,7100,-1,-1
mic-3_fr_norm,7500,-1,-1
mic-3_fr_norm,8000,-1,-1
mic-3_fr_norm,8500,-1,-1
mic-3_fr_norm,9000,-1,-1
mic-3_fr_norm,9500,-1,-1
mic-3_fr_norm,10000,-1,-1
mic-3_fr_norm,10600,NA,NA
mic-3_fr_norm,11200,NA,NA
mic-3_fr_norm,11800,NA,NA
mic-3_fr_norm,12500,NA,NA
mic-3_fr_norm,13200,NA,NA
mic-3_fr_norm,14000,NA,NA
mic-3_fr_norm,15000,NA,NA
mic-3_fr_norm,16000,NA,NA
mic-3_fr_norm,17000,NA,NA
mic-3_fr_norm,18000,NA,NA
mic-3_fr_norm,19000,NA,NA
mic-3_fr_norm,20000,NA,NA
mic-3_fr_norm,21200,NA,NA
mic-3_fr_norm,22400,NA,NA
mic-3_thd,100,-0.1,0.1
mic-3_thd,106,-0.1,0.1
mic-3_thd,112,-0.1,0.1
mic-3_thd,118,-0.1,0.1
mic-3_thd,125,-0.1,0.1
mic-3_thd,132,-0.1,0.1
mic-3_thd,140,-0.1,0.1
mic-3_thd,150,-0.1,0.1
mic-3_thd,160,-0.1,0.1
mic-3_thd,170,-0.1,0.1
mic-3_thd,180,-0.1,0.1
mic-3_thd,190,-0.1,0.1
mic-3_thd,200,-0.1,0.1
mic-3_thd,212,-0.1,0.1
mic-3_thd,224,-0.1,0.1
mic-3_thd,236,-0.1,0.1
mic-3_thd,250,-0.1,0.1
mic-3_thd,265,-0.1,0.1
mic-3_thd,280,-0.1,0.1
mic-3_thd,300,-0.1,0.1
mic-3_thd,315,-0.1,0.1
mic-3_thd,335,-0.1,0.1
mic-3_thd,355,-0.1,0.1
mic-3_thd,375,-0.1,0.1
mic-3_thd,400,-0.1,0.1
mic-3_thd,425,-0.1,0.1
mic-3_thd,450,-0.1,0.1
mic-3_thd,475,-0.1,0.1
mic-3_thd,500,-0.1,0.1
mic-3_thd,530,-0.1,0.1
mic-3_thd,560,-0.1,0.1
mic-3_thd,600,-0.1,0.1
mic-3_thd,630,-0.1,0.1
mic-3_thd,670,-0.1,0.1
mic-3_thd,710,-0.1,0.1
mic-3_thd,750,-0.1,0.1
mic-3_thd,800,-0.1,0.1
mic-3_thd,850,-0.1,0.1
mic-3_thd,900,-0.1,0.1
mic-3_thd,950,-0.1,0.1
mic-3_thd,1000,-0.1,0.1
mic-3_thd,1060,-0.1,0.1
mic-3_thd,1120,-0.1,0.1
mic-3_thd,1180,-0.1,0.1
mic-3_thd,1250,-0.1,0.1
mic-3_thd,1320,-0.1,0.1
mic-3_thd,1400,-0.1,0.1
mic-3_thd,1500,-0.1,0.1
mic-3_thd,1600,-0.1,0.1
mic-3_thd,1700,-0.1,0.1
mic-3_thd,1800,-0.1,0.1
mic-3_thd,1900,-0.1,0.1
mic-3_thd,2000,-0.1,0.1
mic-3_thd,2120,-0.1,0.1
mic-3_thd,2240,-0.1,0.1
mic-3_thd,2360,-0.1,0.1
mic-3_thd,2500,-0.1,0.1
mic-3_thd,2650,-0.1,0.1
mic-3_thd,2800,-0.1,0.1
mic-3_thd,3000,-0.1,0.1
mic-3_thd,3150,-0.1,0.1
mic-3_thd,3350,-0.1,0.1
mic-3_thd,3550,-0.1,0.1
mic-3_thd,3750,-0.1,0.1
mic-3_thd,4000,-0.1,0.1
mic-3_thd,4250,-0.1,0.1
mic-3_thd,4500,-0.1,0.1
mic-3_thd,4750,-0.1,0.1
mic-3_thd,5000,-0.1,0.1
mic-3_thd,5300,-0.1,0.1
mic-3_thd,5600,-0.1,0.1
mic-3_thd,6000,-0.1,0.1
mic-3_thd,6300,-0.1,0.1
mic-3_thd,6700,-0.1,0.1
mic-3_thd,7100,-0.1,0.1
mic-3_thd,7500,-0.1,0.1
mic-3_thd,8000,-0.1,0.1
mic-3_thd,8500,-0.1,0.1
mic-3_thd,9000,-0.1,0.1
mic-3_thd,9500,-0.1,0.1
mic-3_thd,10000,-0.1,0.1
mic-3_seal_chirp,100,-5,5
mic-3_seal_chirp,106,-5,5
mic-3_seal_chirp,112,-5,5
mic-3_seal_chirp,118,-5,5
mic-3_seal_chirp,125,-5,5
mic-3_seal_chirp,132,-5,5
mic-3_seal_chirp,140,-5,5
mic-3_seal_chirp,150,-5,5
mic-3_seal_chirp,160,-5,5
mic-3_seal_chirp,170,-5,5
mic-3_seal_chirp,180,-5,5
mic-3_seal_chirp,190,-5,5
mic-3_seal_chirp,200,-5,5
mic-3_seal_chirp,212,-5,5
mic-3_seal_chirp,224,-5,5
mic-3_seal_chirp,236,-5,5
mic-3_seal_chirp,250,-5,5
mic-3_seal_chirp,265,-5,5
mic-3_seal_chirp,280,-5,5
mic-3_seal_chirp,300,-5,5
mic-3_seal_chirp,315,-5,5
mic-3_seal_chirp,335,-5,5
mic-3_seal_chirp,355,-5,5
mic-3_seal_chirp,375,-5,5
mic-3_seal_chirp,400,-5,5
mic-3_seal_chirp,425,-5,5
mic-3_seal_chirp,450,-5,5
mic-3_seal_chirp,475,-5,5
mic-3_seal_chirp,500,-5,5
mic-3_seal_chirp,530,-5,5
mic-3_seal_chirp,560,-5,5
mic-3_seal_chirp,600,-5,5
mic-3_seal_chirp,630,-5,5
mic-3_seal_chirp,670,-5,5
mic-3_seal_chirp,710,-5,5
mic-3_seal_chirp,750,-5,5
mic-3_seal_chirp,800,-5,5
mic-3_seal_chirp,850,-5,5
mic-3_seal_chirp,900,-5,5
mic-3_seal_chirp,950,-5,5
mic-3_seal_chirp,1000,-5,5
mic-3_seal_chirp,1060,-5,5
mic-3_seal_chirp,1120,-5,5
mic-3_seal_chirp,1180,-5,5
mic-3_seal_chirp,1250,-5,5
mic-3_seal_chirp,1320,-5,5
mic-3_seal_chirp,1400,-5,5
mic-3_seal_chirp,1500,-5,5
mic-3_seal_chirp,1600,-5,5
mic-3_seal_chirp,1700,-5,5
mic-3_seal_chirp,1800,-5,5
mic-3_seal_chirp,1900,-5,5
mic-3_seal_chirp,2000,-5,5
mic-3_seal_chirp,2120,-5,5
mic-3_seal_chirp,2240,-5,5
mic-3_seal_chirp,2360,-5,5
mic-3_seal_chirp,2500,-5,5
mic-3_seal_chirp,2650,-5,5
mic-3_seal_chirp,2800,-5,5
mic-3_seal_chirp,3000,-5,5
mic-3_seal_chirp,3150,-5,5
mic-3_seal_chirp,3350,-5,5
mic-3_seal_chirp,3550,-5,5
mic-3_seal_chirp,3750,-5,5
mic-3_seal_chirp,4000,-5,5
mic-3_seal_chirp,4250,-5,5
mic-3_seal_chirp,4500,-5,5
mic-3_seal_chirp,4750,-5,5
mic-3_seal_chirp,5000,-5,5
mic-3_seal_chirp,5300,-5,5
mic-3_seal_chirp,5600,-5,5
mic-3_seal_chirp,6000,-5,5
mic-3_seal_chirp,6300,-5,5
mic-3_seal_chirp,6700,-5,5
mic-3_seal_chirp,7100,-5,5
mic-3_seal_chirp,7500,-5,5
mic-3_seal_chirp,8000,-5,5
mic-3_seal_chirp,8500,-5,5
mic-3_seal_chirp,9000,-5,5
mic-3_seal_chirp,9500,-5,5
mic-3_seal_chirp,10000,-5,5
mic-3_seal_chirp,10600,NA,NA
mic-3_seal_chirp,11200,NA,NA
mic-3_seal_chirp,11800,NA,NA
mic-3_seal_chirp,12500,NA,NA
mic-3_seal_chirp,13200,NA,NA
mic-3_seal_chirp,14000,NA,NA
mic-3_seal_chirp,15000,NA,NA
mic-3_seal_chirp,16000,NA,NA
mic-3_seal_chirp,17000,NA,NA
mic-3_seal_chirp,18000,NA,NA
mic-3_seal_chirp,19000,NA,NA
mic-3_seal_chirp,20000,NA,NA
mic-3_seal_chirp,21200,NA,NA
mic-3_seal_chirp,22400,NA,NA
spk-1_fr,100,-0.5,0.5
spk-1_fr,106,-0.5,0.5
spk-1_fr,112,-0.5,0.5
spk-1_fr,118,-0.5,0.5
spk-1_fr,125,-0.5,0.5
spk-1_fr,132,-0.5,0.5
spk-1_fr,140,-0.5,0.5
spk-1_fr,150,-0.5,0.5
spk-1_fr,160,-0.5,0.5
spk-1_fr,170,-0.5,0.5
spk-1_fr,180,-0.5,0.5
spk-1_fr,190,-0.5,0.5
spk-1_fr,200,-0.5,0.5
spk-1_fr,212,-0.5,0.5
spk-1_fr,224,-0.5,0.5
spk-1_fr,236,-0.5,0.5
spk-1_fr,250,-0.5,0.5
spk-1_fr,265,-0.5,0.5
spk-1_fr,280,-0.5,0.5
spk-1_fr,300,-0.5,0.5
spk-1_fr,315,-0.5,0.5
spk-1_fr,335,-0.5,0.5
spk-1_fr,355,-0.5,0.5
spk-1_fr,375,-0.5,0.5
spk-1_fr,400,-0.5,0.5
spk-1_fr,425,-0.5,0.5
spk-1_fr,450,-0.5,0.5
spk-1_fr,475,-0.5,0.5
spk-1_fr,500,-0.5,0.5
spk-1_fr,530,-0.5,0.5
spk-1_fr,560,-0.5,0.5
spk-1_fr,600,-0.5,0.5
spk-1_fr,630,-0.5,0.5
spk-1_fr,670,-0.5,0.5
spk-1_fr,710,-0.5,0.5
spk-1_fr,750,-0.5,0.5
spk-1_fr,800,-0.5,0.5
spk-1_fr,850,-0.5,0.5
spk-1_fr,900,-0.5,0.5
spk-1_fr,950,-0.5,0.5
spk-1_fr,1000,-0.5,0.5
spk-1_fr,1060,-0.5,0.5
spk-1_fr,1120,-0.5,0.5
spk-1_fr,1180,-0.5,0.5
spk-1_fr,1250,-0.5,0.5
spk-1_fr,1320,-0.5,0.5
spk-1_fr,1400,-0.5,0.5
spk-1_fr,1500,-0.5,0.5
spk-1_fr,1600,-0.5,0.5
spk-1_fr,1700,-0.5,0.5
spk-1_fr,1800,-0.5,0.5
spk-1_fr,1900,-0.5,0.5
spk-1_fr,2000,-0.5,0.5
spk-1_fr,2120,-0.5,0.5
spk-1_fr,2240,-0.5,0.5
spk-1_fr,2360,-0.5,0.5
spk-1_fr,2500,-0.5,0.5
spk-1_fr,2650,-0.5,0.5
spk-1_fr,2800,-0.5,0.5
spk-1_fr,3000,-0.5,0.5
spk-1_fr,3150,-0.5,0.5
spk-1_fr,3350,-0.5,0.5
spk-1_fr,3550,-0.5,0.5
spk-1_fr,3750,-0.5,0.5
spk-1_fr,4000,-0.5,0.5
spk-1_fr,4250,-0.5,0.5
spk-1_fr,4500,-0.5,0.5
spk-1_fr,4750,-0.5,0.5
spk-1_fr,5000,-0.5,0.5
spk-1_fr,5300,-0.5,0.5
spk-1_fr,5600,-0.5,0.5
spk-1_fr,6000,-0.5,0.5
spk-1_fr,6300,-0.7,
spk-1_fr,6700,-0.9,
spk-1_fr,7100,-1,
spk-1_fr,7500,,
spk-1_fr,8000,,
spk-1_fr,8500,,
spk-1_fr,9000,,
spk-1_fr,9500,,
spk-1_fr,10000,,
spk-1_fr,10600,,
spk-1_fr,11200,,
spk-1_fr,11800,,
spk-1_fr,12500,,
spk-1_fr,13200,,
spk-1_fr,14000,,
spk-1_fr,15000,,
spk-1_fr,16000,,
spk-1_fr,17000,,
spk-1_fr,18000,,
spk-1_fr,19000,,
spk-1_fr,20000,,
spk-1_fr,21200,,
spk-1_fr,22400,,
spk-1_fr,23600,,
spk-1_thd,100,,
spk-1_thd,106,,
spk-1_thd,112,,
spk-1_thd,118,,
spk-1_thd,125,,
spk-1_thd,132,,
spk-1_thd,140,,
spk-1_thd,150,,
spk-1_thd,160,,
spk-1_thd,170,,
spk-1_thd,180,,
spk-1_thd,190,,
spk-1_thd,200,,
spk-1_thd,212,,
spk-1_thd,224,,
spk-1_thd,236,,
spk-1_thd,250,,
spk-1_thd,265,,
spk-1_thd,280,,
spk-1_thd,300,,
spk-1_thd,315,,
spk-1_thd,335,,
spk-1_thd,355,,
spk-1_thd,375,,
spk-1_thd,400,,
spk-1_thd,425,,
spk-1_thd,450,,
spk-1_thd,475,,
spk-1_thd,500,,
spk-1_thd,530,,
spk-1_thd,560,,
spk-1_thd,600,,
spk-1_thd,630,,
spk-1_thd,670,,
spk-1_thd,710,,
spk-1_thd,750,,
spk-1_thd,800,,
spk-1_thd,850,,
spk-1_thd,900,,
spk-1_thd,950,,
spk-1_thd,1000,,
spk-1_thd,1060,,
spk-1_thd,1120,,
spk-1_thd,1180,,
spk-1_thd,1250,,
spk-1_thd,1320,,
spk-1_thd,1400,,
spk-1_thd,1500,,
spk-1_thd,1600,,
spk-1_thd,1700,,
spk-1_thd,1800,,
spk-1_thd,1900,,
spk-1_thd,2000,,
spk-1_thd,2120,,
spk-1_thd,2240,,
spk-1_thd,2360,,
spk-1_thd,2500,,
spk-1_thd,2650,,
spk-1_thd,2800,,
spk-1_thd,3000,,
spk-1_thd,3150,,
spk-1_thd,3350,,
spk-1_thd,3550,,
spk-1_thd,3750,,
spk-1_thd,4000,,
spk-1_thd,4250,,
spk-1_thd,4500,,
spk-1_thd,4750,,
spk-1_thd,5000,,
spk-1_thd,5300,,
spk-1_thd,5600,,
spk-1_thd,6000,,
spk-1_thd,6300,,
spk-1_thd,6700,,
spk-1_thd,7100,,
spk-1_thd,7500,,
spk-1_thd,8000,,
spk-1_thd,8500,,
spk-1_thd,9000,,
spk-1_thd,9500,,
spk-1_thd,10000,,
spk-1_rb,100,,
spk-1_rb,106,,
spk-1_rb,112,,
spk-1_rb,118,,
spk-1_rb,125,,
spk-1_rb,132,,
spk-1_rb,140,,
spk-1_rb,150,,
spk-1_rb,160,,
spk-1_rb,170,,
spk-1_rb,180,,
spk-1_rb,190,,
spk-1_rb,200,,
spk-1_rb,212,,
spk-1_rb,224,,
spk-1_rb,236,,
spk-1_rb,250,,
spk-1_rb,265,,
spk-1_rb,280,,
spk-1_rb,300,,
spk-1_rb,315,,
spk-1_rb,335,,
spk-1_rb,355,,
spk-1_rb,375,,
spk-1_rb,400,,
spk-1_rb,425,,
spk-1_rb,450,,
spk-1_rb,475,,
spk-1_rb,500,,
spk-1_rb,530,,
spk-1_rb,560,,
spk-1_rb,600,,
spk-1_rb,630,,
spk-1_rb,670,,
spk-1_rb,710,,
spk-1_rb,750,,
spk-1_rb,800,,
spk-1_rb,850,,
spk-1_rb,900,,
spk-1_rb,950,,
spk-1_rb,1000,,
spk-1_rb,1060,,
spk-1_rb,1120,,
spk-1_rb,1180,,
spk-1_rb,1250,,
spk-1_rb,1320,,
spk-1_rb,1400,,
spk-1_rb,1500,,
spk-1_rb,1600,,
spk-1_rb,1700,,
spk-1_rb,1800,,
spk-1_rb,1900,,
spk-1_rb,2000,,
spk-2_fr,100,,
spk-2_fr,106,,
spk-2_fr,112,,
spk-2_fr,118,,
spk-2_fr,125,,
spk-2_fr,132,,
spk-2_fr,140,,
spk-2_fr,150,,
spk-2_fr,160,,
spk-2_fr,170,,
spk-2_fr,180,,
spk-2_fr,190,,
spk-2_fr,200,,
spk-2_fr,212,,
spk-2_fr,224,,
spk-2_fr,236,,
spk-2_fr,250,,
spk-2_fr,265,,
spk-2_fr,280,,
spk-2_fr,300,,
spk-2_fr,315,,
spk-2_fr,335,,
spk-2_fr,355,,
spk-2_fr,375,,
spk-2_fr,400,,
spk-2_fr,425,,
spk-2_fr,450,,
spk-2_fr,475,,
spk-2_fr,500,,
spk-2_fr,530,,
spk-2_fr,560,,
spk-2_fr,600,,
spk-2_fr,630,,
spk-2_fr,670,,
spk-2_fr,710,,
spk-2_fr,750,,
spk-2_fr,800,,
spk-2_fr,850,,
spk-2_fr,900,,
spk-2_fr,950,,
spk-2_fr,1000,,
spk-2_fr,1060,,
spk-2_fr,1120,,
spk-2_fr,1180,,
spk-2_fr,1250,,
spk-2_fr,1320,,
spk-2_fr,1400,,
spk-2_fr,1500,,
spk-2_fr,1600,,
spk-2_fr,1700,,
spk-2_fr,1800,,
spk-2_fr,1900,,
spk-2_fr,2000,,
spk-2_fr,2120,,
spk-2_fr,2240,,
spk-2_fr,2360,,
spk-2_fr,2500,,
spk-2_fr,2650,,
spk-2_fr,2800,,
spk-2_fr,3000,,
spk-2_fr,3150,,
spk-2_fr,3350,,
spk-2_fr,3550,,
spk-2_fr,3750,,
spk-2_fr,4000,,
spk-2_fr,4250,,
spk-2_fr,4500,,
spk-2_fr,4750,,
spk-2_fr,5000,,
spk-2_fr,5300,,
spk-2_fr,5600,,
spk-2_fr,6000,,
spk-2_fr,6300,,
spk-2_fr,6700,,
spk-2_fr,7100,,
spk-2_fr,7500,,
spk-2_fr,8000,,
spk-2_fr,8500,,
spk-2_fr,9000,,
spk-2_fr,9500,,
spk-2_fr,10000,,
spk-2_fr,10600,,
spk-2_fr,11200,,
spk-2_fr,11800,,
spk-2_fr,12500,,
spk-2_fr,13200,,
spk-2_fr,14000,,
spk-2_fr,15000,,
spk-2_fr,16000,,
spk-2_fr,17000,,
spk-2_fr,18000,,
spk-2_fr,19000,,
spk-2_fr,20000,,
spk-2_fr,21200,,
spk-2_fr,22400,,
spk-2_fr,23600,,
spk-2_thd,100,,
spk-2_thd,106,,
spk-2_thd,112,,
spk-2_thd,118,,
spk-2_thd,125,,
spk-2_thd,132,,
spk-2_thd,140,,
spk-2_thd,150,,
spk-2_thd,160,,
spk-2_thd,170,,
spk-2_thd,180,,
spk-2_thd,190,,
spk-2_thd,200,,
spk-2_thd,212,,
spk-2_thd,224,,
spk-2_thd,236,,
spk-2_thd,250,,
spk-2_thd,265,,
spk-2_thd,280,,
spk-2_thd,300,,
spk-2_thd,315,,
spk-2_thd,335,,
spk-2_thd,355,,
spk-2_thd,375,,
spk-2_thd,400,,
spk-2_thd,425,,
spk-2_thd,450,,
spk-2_thd,475,,
spk-2_thd,500,,
spk-2_thd,530,,
spk-2_thd,560,,
spk-2_thd,600,,
spk-2_thd,630,,
spk-2_thd,670,,
spk-2_thd,710,,
spk-2_thd,750,,
spk-2_thd,800,,
spk-2_thd,850,,
spk-2_thd,900,,
spk-2_thd,950,,
spk-2_thd,1000,,
spk-2_thd,1060,,
spk-2_thd,1120,,
spk-2_thd,1180,,
spk-2_thd,1250,,
spk-2_thd,1320,,
spk-2_thd,1400,,
spk-2_thd,1500,,
spk-2_thd,1600,,
spk-2_thd,1700,,
spk-2_thd,1800,,
spk-2_thd,1900,,
spk-2_thd,2000,,
spk-2_thd,2120,,
spk-2_thd,2240,,
spk-2_thd,2360,,
spk-2_thd,2500,,
spk-2_thd,2650,,
spk-2_thd,2800,,
spk-2_thd,3000,,
spk-2_thd,3150,,
spk-2_thd,3350,,
spk-2_thd,3550,,
spk-2_thd,3750,,
spk-2_thd,4000,,
spk-2_thd,4250,,
spk-2_thd,4500,,
spk-2_thd,4750,,
spk-2_thd,5000,,
spk-2_thd,5300,,
spk-2_thd,5600,,
spk-2_thd,6000,,
spk-2_thd,6300,,
spk-2_thd,6700,,
spk-2_thd,7100,,
spk-2_thd,7500,,
spk-2_thd,8000,,
spk-2_thd,8500,,
spk-2_thd,9000,,
spk-2_thd,9500,,
spk-2_thd,10000,,
spk-2_rb,100,,
spk-2_rb,106,,
spk-2_rb,112,,
spk-2_rb,118,,
spk-2_rb,125,,
spk-2_rb,132,,
spk-2_rb,140,,
spk-2_rb,150,,
spk-2_rb,160,,
spk-2_rb,170,,
spk-2_rb,180,,
spk-2_rb,190,,
spk-2_rb,200,,
spk-2_rb,212,,
spk-2_rb,224,,
spk-2_rb,236,,
spk-2_rb,250,,
spk-2_rb,265,,
spk-2_rb,280,,
spk-2_rb,300,,
spk-2_rb,315,,
spk-2_rb,335,,
spk-2_rb,355,,
spk-2_rb,375,,
spk-2_rb,400,,
spk-2_rb,425,,
spk-2_rb,450,,
spk-2_rb,475,,
spk-2_rb,500,,
spk-2_rb,530,,
spk-2_rb,560,,
spk-2_rb,600,,
spk-2_rb,630,,
spk-2_rb,670,,
spk-2_rb,710,,
spk-2_rb,750,,
spk-2_rb,800,,
spk-2_rb,850,,
spk-2_rb,900,,
spk-2_rb,950,,
spk-2_rb,1000,,
spk-2_rb,1060,,
spk-2_rb,1120,,
spk-2_rb,1180,,
spk-2_rb,1250,,
spk-2_rb,1320,,
spk-2_rb,1400,,
spk-2_rb,1500,,
spk-2_rb,1600,,
spk-2_rb,1700,,
spk-2_rb,1800,,
spk-2_rb,1900,,
spk-2_rb,2000,,
hac-1_fr,300,,
hac-1_fr,315,,
hac-1_fr,335,,
hac-1_fr,355,,
hac-1_fr,375,,
hac-1_fr,400,,
hac-1_fr,425,,
hac-1_fr,450,,
hac-1_fr,475,,
hac-1_fr,500,,
hac-1_fr,530,,
hac-1_fr,560,,
hac-1_fr,600,,
hac-1_fr,630,,
hac-1_fr,670,,
hac-1_fr,710,,
hac-1_fr,750,,
hac-1_fr,800,,
hac-1_fr,850,,
hac-1_fr,900,,
hac-1_fr,950,,
hac-1_fr,1000,,
hac-1_fr,1060,,
hac-1_fr,1120,,
hac-1_fr,1180,,
hac-1_fr,1250,,
hac-1_fr,1320,,
hac-1_fr,1400,,
hac-1_fr,1500,,
hac-1_fr,1600,,
hac-1_fr,1700,,
hac-1_fr,1800,,
hac-1_fr,1900,,
hac-1_fr,2000,,
hac-1_fr,2120,,
hac-1_fr,2240,,
hac-1_fr,2360,,
hac-1_fr,2500,,
hac-1_fr,2650,,
hac-1_fr,2800,,
hac-1_fr,3000,,
hac-1_fr,3150,,
hac-1_fr,3350,,
hac-1_fr,3550,,
hac-1_fr,3750,,
hac-1_fr,4000,,
hac-1_thdn,300,,
hac-1_thdn,315,,
hac-1_thdn,335,,
hac-1_thdn,355,,
hac-1_thdn,375,,
hac-1_thdn,400,,
hac-1_thdn,425,,
hac-1_thdn,450,,
hac-1_thdn,475,,
hac-1_thdn,500,,
hac-1_thdn,530,,
hac-1_thdn,560,,
hac-1_thdn,600,,
hac-1_thdn,630,,
hac-1_thdn,670,,
hac-1_thdn,710,,
hac-1_thdn,750,,
hac-1_thdn,800,,
hac-1_thdn,850,,
hac-1_thdn,900,,
hac-1_thdn,950,,
hac-1_thdn,1000,,
hac-1_thdn,1060,,
hac-1_thdn,1120,,
hac-1_thdn,1180,,
hac-1_thdn,1250,,
hac-1_thdn,1320,,
hac-1_thdn,1400,,
hac-1_thdn,1500,,
hac-1_thdn,1600,,
hac-1_thdn,1700,,
hac-1_thdn,1800,,
hac-1_thdn,1900,,
hac-1_thdn,2000,,
hac-1_thdn,2120,,
hac-1_thdn,2240,,
hac-1_thdn,2360,,
hac-1_thdn,2500,,
hac-1_thdn,2650,,
hac-1_thdn,2800,,
hac-1_thdn,3000,,
hac-1_thdn,3150,,
hac-1_thdn,3350,,
hac-1_thdn,3550,,
hac-1_thdn,3750,,
hac-1_thdn,4000,,
