18,5B031FDDX00004,5.003,7.859000000000002,7.859000000000002,10.779000000000003,10.963999999999999,12.960999999999999,14.432000000000002,14.990000000000002,15.341000000000001,15.282000000000004,14.873999999999995,14.372999999999998,13.739999999999995,13.306999999999995,13.378,13.576999999999998,13.624000000000002,13.567999999999998,12.524999999999999,11.729,10.641999999999996,9.704,9.288999999999994,8.769999999999996,8.097000000000001,6.862000000000002,5.814999999999998,5.116,4.939,4.414999999999999,3.6750000000000043,3.469999999999999,3.6400000000000006,3.423000000000002,3.3930000000000007,3.4909999999999997,3.5390000000000015,4.021000000000001,5.4140000000000015,7.4040000000000035,9.796000000000006,11.810000000000002,12.646999999999998,13.251000000000005,14.443999999999996,15.598999999999997,15.951,15.749999999999993,16.212000000000003,17.07,16.61800000000001,16.18200000000001,15.517000000000003,15.350000000000001,16.858999999999995,17.705999999999996,17.277,17.912999999999997,20.418000000000006,22.645000000000003,24.32,26.298000000000002,21.362000000000002,23.9,25.082000000000008,23.944000000000003,21.499000000000002,33.190000000000005,27.552,39.266,26.577999999999996,19.808999999999997,19.744,23.841,22.466,27.987000000000002,40.806000000000004,52.923,35.868,34.283,38.327999999999996,52.117000000000004,40.696999999999996,36.382,37.188,32.87499999999999,38.993,55.150000000000006,53.945,47.687000000000005,46.273,54.571000000000005,38.175000000000004,49.34499999999999,46.855999999999995
19,5B031FDDX00004,4.195999999999998,7.417999999999999,7.417999999999999,10.479999999999997,10.744,12.738,14.338000000000001,15.04,15.449999999999996,15.371000000000002,14.994,14.470999999999997,13.839999999999996,13.385999999999996,13.372999999999998,13.503999999999998,13.509,13.487000000000002,12.436999999999998,11.647999999999996,10.582,9.668,9.316000000000003,8.944000000000003,8.259999999999998,6.900999999999996,5.747,4.973000000000006,4.802,4.2719999999999985,3.5760000000000005,3.5180000000000007,3.789999999999999,3.5760000000000005,3.460000000000001,3.5390000000000015,3.568000000000005,4.058,5.448,7.399999999999999,9.766999999999996,11.808999999999997,12.648000000000003,13.326999999999998,14.531999999999996,15.704,16.025000000000006,15.727000000000004,16.168000000000006,17.119000000000007,16.637,16.222,15.573,15.454,16.972,17.754000000000005,17.415999999999997,18.228,20.571000000000005,22.662000000000006,24.458999999999996,26.33,21.432000000000002,24.020000000000003,25.145000000000003,23.94599999999999,21.493000000000002,33.442,27.579,39.022999999999996,26.882999999999996,19.94599999999999,19.796000000000006,23.964999999999996,22.511000000000003,28.28600000000001,41.226,51.867000000000004,36.22,34.437,38.478,51.675999999999995,41.049,36.44500000000001,37.495,32.88399999999999,39.227000000000004,53.748,54.554,47.93000000000001,45.818,55.739000000000004,38.324000000000005,49.55500000000001,47.65
20,5B031FDDX00004,4.562000000000005,7.515000000000001,7.515000000000001,10.428999999999995,10.872,12.878,14.383000000000003,15.035000000000004,15.305999999999997,15.223999999999997,14.829,14.333000000000006,13.784999999999997,13.374000000000002,13.414000000000001,13.632000000000005,13.588000000000001,13.611000000000004,12.558,11.674999999999997,10.549,9.514000000000003,9.078000000000003,8.719000000000001,8.139000000000003,6.991,5.942,5.243000000000002,5.062999999999995,4.523999999999994,3.761000000000003,3.565000000000005,3.7659999999999982,3.517000000000003,3.408999999999999,3.4950000000000045,3.551000000000002,3.9849999999999994,5.338000000000001,7.284999999999997,9.695,11.741999999999997,12.583999999999996,13.326999999999998,14.716999999999999,15.886000000000003,16.016,15.584000000000003,16.016000000000005,17.08,16.690000000000005,16.169000000000004,15.617999999999995,15.494999999999997,17.036,18.003000000000007,17.495999999999995,18.034999999999997,20.376999999999995,22.506,24.38600000000001,26.492999999999995,21.394000000000005,24.114999999999995,25.234,24.125999999999998,21.533999999999992,33.272,27.408,40.422999999999995,27.164,19.860000000000007,19.744000000000007,24.042999999999992,22.635000000000005,28.32399999999999,41.673,52.522000000000006,36.05200000000001,34.467999999999996,38.404,51.818999999999996,40.75,36.696,37.766,32.979,39.458999999999996,55.815000000000005,55.724999999999994,48.031000000000006,45.426,56.694,38.746,49.608,46.976
21,5B031FDDX00004,4.2010000000000005,7.329000000000001,7.329000000000001,10.427000000000007,10.951,12.939999999999998,14.568999999999996,15.289000000000001,15.564,15.497,15.058999999999997,14.491,13.817999999999998,13.341000000000001,13.350999999999999,13.477999999999994,13.399999999999999,13.322000000000003,12.292000000000002,11.572000000000003,10.555,9.611000000000004,9.216999999999999,8.743000000000002,8.076,6.802,5.690999999999995,4.946000000000005,4.795999999999999,4.315000000000005,3.631999999999998,3.512999999999998,3.7419999999999973,3.5859999999999985,3.594999999999999,3.679000000000002,3.561,3.916000000000004,5.335000000000001,7.348999999999997,9.716999999999999,11.704,12.548000000000002,13.347999999999999,14.687000000000005,15.713000000000001,15.762000000000008,15.666999999999994,16.45199999999999,17.328000000000003,16.456999999999994,16.262999999999998,15.828000000000003,15.711999999999996,17.093999999999994,17.497,17.366999999999997,18.046000000000006,20.505000000000003,22.708000000000006,24.52499999999999,26.405,21.34199999999999,23.939000000000007,24.796000000000006,24.000999999999998,21.61099999999999,33.698,27.538000000000004,38.908,26.977999999999994,19.921999999999997,19.750999999999998,24.049999999999997,22.438000000000002,27.92199999999999,41.347,49.461000000000006,36.141999999999996,34.501999999999995,38.21,51.190999999999995,40.81699999999999,36.561,37.902,32.935,38.757000000000005,53.744,56.004,47.965,45.966,54.959,37.733000000000004,48.136,47.251
22,5B031FDDX00004,4.5930000000000035,7.564,7.564,10.564999999999998,10.998999999999995,12.983999999999995,14.5,15.134999999999998,15.326,15.201999999999998,14.866000000000007,14.415999999999997,13.816000000000003,13.267999999999994,13.317,13.415000000000006,13.351999999999997,13.346000000000004,12.286000000000001,11.512,10.550000000000004,9.728000000000002,9.387999999999998,8.904000000000003,8.111000000000004,6.713000000000001,5.579999999999998,4.824000000000005,4.685000000000002,4.213000000000001,3.5400000000000063,3.3799999999999955,3.6539999999999964,3.6950000000000003,3.728999999999999,3.746000000000002,3.6340000000000003,4.044999999999995,5.510999999999996,7.4310000000000045,9.741999999999997,11.729,12.527000000000001,13.373999999999995,14.814999999999998,15.805000000000007,15.613,15.463999999999999,16.495000000000005,17.47,16.397000000000006,16.381,16.022,15.902999999999999,17.230000000000004,17.482999999999997,17.334000000000003,18.138999999999996,20.662,22.776999999999994,24.608000000000004,26.327999999999996,21.379999999999995,23.916000000000004,24.808999999999997,23.936999999999998,21.508000000000003,34.440000000000005,27.637000000000008,39.06100000000001,27.066000000000003,20.065000000000005,19.876999999999995,24.052,22.406,28.08,40.485,51.665,36.367,34.782000000000004,38.278999999999996,50.311,40.955,36.545,38.058,32.922,38.43599999999999,52.649,55.824,48.24099999999999,46.232,54.466,37.730000000000004,48.078,47.192
23,5B031FDDX00004,3.4920000000000044,7.206000000000003,7.206000000000003,10.426000000000002,10.605000000000004,12.615000000000002,14.146,14.886000000000003,15.216000000000001,15.085,14.717999999999996,14.277999999999999,13.692999999999998,13.317,13.418,13.496000000000002,13.505000000000003,13.356000000000002,12.300000000000004,11.489000000000004,10.487000000000002,9.634,9.267000000000003,8.866,8.131,6.794000000000004,5.707999999999998,4.975000000000001,4.8089999999999975,4.302,3.6129999999999995,3.4750000000000014,3.701999999999998,3.561,3.5379999999999967,3.5930000000000035,3.5719999999999956,4.033999999999999,5.481999999999999,7.472000000000001,9.844000000000001,11.818999999999996,12.583999999999996,13.39,14.834999999999994,15.835999999999999,15.673000000000009,15.448999999999991,16.273000000000003,17.014999999999993,16.357,16.195,15.731000000000002,15.651999999999994,16.998000000000005,17.641000000000005,17.453000000000003,18.057000000000002,20.561999999999998,22.658,24.303000000000004,26.186,21.339,23.892999999999994,24.978,24.012999999999998,21.502000000000002,34.645999999999994,27.616,39.47,27.15299999999999,20.003000000000007,19.803000000000004,24.177000000000007,22.400999999999996,28.091,40.833999999999996,49.136,35.866,34.913,38.52499999999999,51.115,41.215999999999994,36.620000000000005,38.466,32.822,38.932,52.266,56.395999999999994,47.962999999999994,45.507000000000005,55.816,37.921,47.19800000000001,48.06099999999999
24,5B031FDDX00004,6.138000000000005,8.922999999999995,8.922999999999995,11.665,11.549999999999997,13.471999999999994,14.415999999999997,14.627000000000002,14.578000000000003,14.387,14.029000000000003,13.773000000000003,13.921999999999997,13.89,14.047000000000004,14.466000000000001,14.715000000000003,14.766000000000005,13.573,12.46,11.783000000000001,11.102999999999994,10.054000000000002,9.094999999999999,8.116999999999997,6.8260000000000005,5.973999999999997,5.369,5.234000000000002,4.711999999999996,3.921999999999997,3.8260000000000005,4.3770000000000024,4.911999999999999,4.597000000000001,4.058,3.8270000000000053,4.756,6.606000000000002,8.747,10.959000000000003,12.686999999999998,13.106000000000002,14.399999999999999,17.325999999999993,18.697999999999993,17.796,17.082,17.238,18.951000000000008,19.201999999999998,19.939000000000007,20.758999999999993,19.581000000000003,18.832000000000008,18.797999999999995,18.714,17.819000000000003,19.979999999999997,23.455000000000005,24.652000000000008,26.320999999999998,24.058999999999997,24.473999999999997,26.630000000000003,25.442,22.043999999999997,29.453000000000003,29.72,38.07999999999999,30.555999999999997,19.724000000000004,20.376000000000005,26.478999999999992,25.290000000000006,28.757000000000005,35.436,41.334,37.882000000000005,43.202999999999996,40.188,52.843,44.92999999999999,42.974,32.047000000000004,39.665,45.193999999999996,48.147999999999996,60.55500000000001,51.052,51.62800000000001,60.464,43.769,49.711999999999996,44.222
25,5B031FDDX00004,6.097999999999999,8.414000000000001,8.414000000000001,11.111000000000004,11.111000000000004,13.341000000000001,14.558,14.628,14.68,14.768,14.390999999999998,14.068999999999996,14.221999999999994,14.308,14.250999999999998,14.102000000000004,14.292000000000002,14.57,14.387,13.468999999999994,12.836999999999996,11.270000000000003,10.693999999999996,8.750999999999998,8.123000000000005,7.099000000000004,5.692,5.378,4.600999999999999,4.340999999999994,4.147000000000006,4.399999999999999,4.869999999999997,5.131,4.749000000000002,4.280999999999999,3.921999999999997,4.4310000000000045,6.099000000000004,8.120000000000005,10.048000000000002,11.894000000000005,13.248000000000005,14.815999999999995,17.798000000000002,18.823000000000008,17.636000000000003,18.571999999999996,17.782000000000004,18.244,18.474999999999994,18.851999999999997,19.797999999999995,18.919000000000004,18.679000000000002,19.221999999999994,19.333999999999996,17.662999999999997,19.788999999999994,23.503,24.708,26.791000000000004,24.101000000000006,24.290000000000006,26.965000000000003,25.841,22.366999999999997,29.918999999999997,30.445,37.625,30.823,19.671,20.38600000000001,26.834000000000003,25.875,29.564,35.513,40.176,38.302,42.842000000000006,40.156,54.516,43.93,43.162,32.193999999999996,40.068999999999996,46.324,48.153999999999996,68.666,51.19,50.441,52.488,44.563,48.857000000000006,44.45799999999999
26,5B031FDDX00004,6.456000000000003,8.686,8.686,11.482999999999997,11.737000000000002,13.658000000000001,14.619,14.841999999999999,14.910000000000004,15.018,14.593000000000004,14.167000000000002,13.889000000000003,13.628999999999998,13.379999999999995,13.570999999999998,13.894999999999996,15.218000000000004,14.692999999999998,12.972999999999999,10.633000000000003,9.965000000000003,10.091000000000001,8.786000000000001,7.959000000000003,6.851000000000006,6.125,5.859999999999999,5.2209999999999965,5.055999999999997,3.4880000000000067,3.5659999999999954,3.946000000000005,4.114000000000004,4.423000000000002,3.506999999999998,3.844999999999999,4.68,5.844999999999999,8.857,10.481000000000002,12.518,13.107,14.519999999999996,17.36699999999999,18.865000000000002,18.11399999999999,17.480999999999995,17.634000000000007,19.380999999999993,19.595,20.588000000000008,21.501000000000005,20.141,19.046000000000006,18.919999999999995,18.824000000000005,18.098999999999997,20.165000000000006,23.762000000000008,24.768,26.407999999999994,24.042999999999992,24.503999999999998,26.55700000000001,25.407999999999994,22.009999999999998,29.518,29.765,38.028,30.403999999999996,19.772,20.445999999999998,26.446000000000005,25.194000000000003,28.744999999999997,35.367,40.971000000000004,37.836999999999996,43.736000000000004,39.790000000000006,51.565,44.589999999999996,43.102999999999994,32.223,39.62,46.49399999999999,47.388999999999996,60.744,51.848000000000006,50.164,59.053,43.662,48.486999999999995,44.69499999999999
27,5B031FDDX00004,6.125,8.794999999999995,8.794999999999995,11.097000000000001,11.388000000000005,13.323,14.381,14.584999999999994,14.650999999999996,14.82,14.46,13.938000000000002,14.150999999999996,14.223999999999997,14.223999999999997,14.836000000000006,14.865000000000002,14.674999999999997,13.628999999999998,12.608000000000004,11.917000000000002,10.911000000000001,10.006999999999998,9.125999999999998,8.448,6.937999999999995,5.603999999999999,5.033000000000001,5.0959999999999965,4.374000000000002,3.808,3.7659999999999982,4.3530000000000015,5.132000000000005,4.597999999999999,3.985999999999997,3.878,4.609999999999999,6.484999999999999,8.408000000000001,10.427,12.678000000000004,13.69599999999999,14.816000000000003,17.57699999999999,19.077999999999996,17.742000000000004,17.311000000000007,17.601,19.40599999999999,18.882000000000005,19.570000000000007,20.976000000000006,20.194000000000003,19.14500000000001,18.914,19.084000000000003,18.082,20.051000000000002,23.538999999999994,24.660000000000004,26.27499999999999,24.166000000000004,24.563000000000002,26.473000000000006,25.378,22.183,29.775000000000006,29.755999999999993,38.355,30.958,19.700000000000003,20.429999999999993,26.543999999999997,25.204000000000008,28.999000000000002,35.397,40.093,38.346000000000004,43.589,40.609,52.22899999999999,44.913000000000004,43.486000000000004,32.214999999999996,39.353,46.537,46.86599999999999,65.017,51.90800000000001,50.581,56.16,43.18,49.464000000000006,43.672000000000004
28,5B031FDDX00004,6.518999999999998,9.119999999999997,9.119999999999997,11.504999999999995,11.462999999999994,13.418,14.447000000000003,14.421,14.464999999999996,14.463999999999999,14.031999999999996,13.632000000000005,13.777000000000001,13.886000000000003,14.153999999999996,14.615000000000002,14.676000000000002,14.769999999999996,13.699000000000005,12.610999999999997,11.888000000000005,11.067999999999998,10.100999999999999,9.058999999999997,8.241,6.849000000000004,5.917999999999999,5.400000000000006,5.259,4.662000000000006,3.8669999999999973,3.8590000000000018,4.442999999999998,4.925000000000004,4.534999999999997,3.887999999999998,3.6340000000000003,4.555999999999997,6.475000000000001,8.576,10.701999999999998,12.800999999999995,13.421,14.665999999999997,17.419000000000004,18.869,18.054999999999993,17.440000000000005,17.696000000000005,19.468999999999994,19.726000000000006,20.431999999999995,21.512,20.179000000000002,19.147000000000006,19.056999999999995,19.002000000000002,18.037999999999997,20.11999999999999,23.592999999999996,24.749000000000002,26.345999999999997,24.134999999999998,24.42300000000001,26.729999999999997,25.188999999999993,22.041000000000004,29.573999999999998,29.683,38.217999999999996,30.39399999999999,19.632999999999996,20.337000000000003,26.424000000000007,25.190000000000005,28.867999999999995,35.559,40.439,38.281,42.818999999999996,39.846999999999994,51.24400000000001,44.54,43.044999999999995,32.193000000000005,39.425000000000004,46.16400000000001,48.284,64.084,51.357,49.980999999999995,57.672,43.315999999999995,47.913,44.76
29,5B031FDDX00004,4.339999999999996,6.831000000000003,6.831000000000003,9.037999999999997,9.037999999999997,10.958000000000006,11.86,12.025999999999996,11.769999999999996,11.414000000000001,11.0,10.681999999999995,10.841999999999999,11.655999999999999,12.351999999999997,13.147999999999996,13.253,13.197000000000003,13.012,12.332999999999998,11.816000000000003,10.655000000000001,10.828999999999994,9.423000000000002,8.553000000000004,7.329000000000001,5.765000000000001,5.284999999999997,4.354999999999997,3.6090000000000018,2.7689999999999984,2.576999999999998,3.2349999999999994,4.397000000000006,4.634,4.207000000000001,4.138000000000005,4.792000000000002,5.933,7.547999999999995,8.987000000000002,9.917000000000002,10.748999999999995,11.71,12.930999999999997,13.869000000000007,13.674,13.400999999999996,13.459000000000003,14.361999999999995,14.724999999999994,14.788999999999994,15.546,17.302,19.130999999999993,18.772999999999996,17.326000000000008,17.659000000000006,21.380999999999993,21.961999999999996,22.461999999999996,22.869999999999997,17.697000000000003,20.446999999999996,22.336999999999996,21.352000000000004,19.646,31.647,25.833999999999996,38.129000000000005,27.712999999999994,19.599000000000004,19.448,27.819000000000003,24.266999999999996,30.029000000000003,41.471,47.775,34.168,32.684,40.699000000000005,49.59,49.60300000000001,38.504000000000005,32.736,36.618,37.278999999999996,55.428000000000004,45.637,42.532,47.455,53.01100000000001,36.714999999999996,46.443,33.172
30,5B031FDDX00004,5.015000000000001,7.151999999999994,7.151999999999994,9.288000000000004,9.288000000000004,11.157000000000004,12.109000000000002,12.182000000000002,11.868000000000002,11.61,11.143,10.737000000000002,10.814,11.635999999999996,12.366999999999997,13.048000000000002,13.137999999999998,12.975999999999999,12.759999999999998,12.131999999999998,11.648000000000003,10.463999999999999,10.646,9.343000000000004,8.579999999999998,7.431999999999995,5.821999999999996,5.314,4.407999999999994,3.6609999999999943,2.789999999999999,2.520000000000003,3.164999999999999,4.2620000000000005,4.518999999999998,4.122,4.067999999999998,4.698,5.817,7.465000000000003,8.936999999999998,9.933,10.817,11.835,12.96,13.978000000000002,13.782999999999994,13.353000000000002,13.381,14.400999999999996,14.79,14.763999999999996,15.542999999999992,17.32399999999999,19.25399999999999,19.194000000000003,17.60600000000001,17.847,21.526000000000003,22.007999999999996,22.453000000000003,22.776000000000003,17.72,20.484,22.215000000000003,21.516999999999996,19.693000000000005,31.933999999999997,26.046999999999997,39.105,27.825000000000003,19.467,19.355000000000004,27.860999999999997,24.215000000000003,29.694000000000003,41.145,47.116,34.093,32.578,40.559999999999995,49.729000000000006,49.583000000000006,38.352999999999994,32.28300000000001,36.51,37.293,54.346,46.12800000000001,42.061,47.047,53.615,37.16899999999999,46.471000000000004,33.205
31,5B031FDDX00004,4.561999999999998,7.087000000000003,7.087000000000003,9.175999999999995,9.175999999999995,11.121000000000002,12.081000000000003,12.265,11.979,11.607000000000006,11.244999999999997,10.863,10.846000000000004,11.553000000000004,12.295000000000002,12.851999999999997,12.988999999999997,12.896,12.617000000000004,11.989000000000004,11.495000000000005,10.255000000000003,10.475000000000001,9.226999999999997,8.634,7.500999999999998,5.93,5.436,4.457000000000001,3.669000000000004,2.7789999999999964,2.5519999999999996,3.161999999999999,4.230000000000004,4.514000000000003,4.099000000000004,4.037000000000006,4.670999999999999,5.8940000000000055,7.619,9.142000000000003,10.286999999999999,11.265,12.197000000000003,13.379999999999995,14.350000000000001,14.157000000000004,13.688000000000002,13.641999999999996,14.461999999999996,14.727000000000004,14.752000000000002,15.400999999999996,17.285000000000004,19.494000000000007,19.53900000000001,18.129999999999995,18.485999999999997,22.022,22.067,22.523999999999994,22.861999999999995,17.849999999999994,20.495000000000005,22.124000000000002,21.361999999999995,19.698000000000008,31.976,26.270999999999994,39.755,27.547000000000004,19.472,19.445,27.933000000000007,24.113999999999997,29.731,41.655,47.651,34.302,32.611,40.70300000000001,48.891000000000005,50.205,38.396,32.58899999999999,36.42000000000001,37.443,54.11699999999999,45.847,42.221000000000004,47.573,51.367,36.748000000000005,46.346000000000004,33.147999999999996
32,5B031FDDX00004,4.6370000000000005,7.168000000000006,7.168000000000006,9.25,9.25,11.079,11.996000000000002,12.134,11.904000000000003,11.600000000000001,11.233000000000004,10.86,10.817999999999998,11.507000000000005,12.222999999999999,12.769999999999996,12.948,12.844000000000001,12.577000000000005,11.966000000000001,11.459000000000003,10.156999999999996,10.333999999999996,9.121000000000002,8.54,7.440000000000005,5.852000000000004,5.341000000000001,4.388999999999996,3.625,2.7650000000000006,2.5060000000000002,3.1570000000000036,4.311,4.589999999999996,4.125999999999998,4.0149999999999935,4.7450000000000045,6.054000000000002,7.808,9.329999999999998,10.457999999999998,11.346000000000004,12.251999999999995,13.474000000000004,14.458000000000006,14.114999999999995,13.756999999999998,13.754000000000005,14.479000000000006,14.577999999999996,14.616,15.323999999999998,17.276000000000003,19.466000000000008,19.415,18.241,18.791000000000004,22.186999999999998,22.159,22.427000000000007,22.701999999999998,17.877999999999993,20.489000000000004,21.933,21.315000000000005,19.668000000000006,31.719,26.596999999999994,40.302,27.592,19.622000000000007,19.389999999999993,28.174000000000007,24.041000000000004,29.554000000000002,41.721999999999994,48.041000000000004,34.025000000000006,32.755,40.599999999999994,48.723,51.32299999999999,38.501999999999995,33.230000000000004,36.638999999999996,37.226,53.609,45.48400000000001,42.63999999999999,47.606,54.416000000000004,36.787000000000006,45.849000000000004,33.522
33,5B031FDDX00004,4.568000000000005,7.205999999999996,7.205999999999996,9.341000000000001,9.341000000000001,11.130000000000003,12.116,12.275999999999996,11.925999999999995,11.491999999999997,11.127000000000002,10.665999999999997,10.61,11.399999999999999,12.219000000000001,12.887999999999998,13.075000000000003,12.930999999999997,12.648000000000003,11.945999999999998,11.43,10.113,10.304000000000002,9.080999999999996,8.538000000000004,7.408000000000001,5.8359999999999985,5.342999999999996,4.375,3.600999999999999,2.7279999999999944,2.5249999999999986,3.2049999999999983,4.280000000000001,4.497,4.027000000000001,4.013000000000005,4.773000000000003,6.125,7.844000000000001,9.390999999999998,10.43,11.123999999999995,11.927,13.462000000000003,14.604,14.054000000000002,13.526999999999994,13.537000000000006,14.270000000000003,14.488,14.518000000000008,15.133000000000003,17.089999999999996,19.303999999999995,19.434000000000005,18.169999999999995,18.704000000000008,22.202999999999996,22.032999999999994,22.402000000000008,22.803000000000004,17.854,20.451000000000008,21.836999999999996,21.161,19.626999999999995,31.543999999999997,26.372000000000007,40.736999999999995,27.634999999999998,19.5,19.339,28.415,24.054000000000002,29.497999999999998,41.059000000000005,48.153000000000006,34.038000000000004,32.672000000000004,40.234,48.441,50.791,38.533,33.446999999999996,36.352000000000004,37.416,54.193999999999996,45.306999999999995,42.713,48.288000000000004,54.369,36.05499999999999,45.874,32.77100000000001
34,5B031FDDX00004,4.542000000000002,6.927,6.927,9.039000000000001,9.039000000000001,10.948999999999998,11.886999999999993,12.097000000000001,11.884,11.607,11.175999999999995,10.796,10.769999999999996,11.456000000000003,12.128999999999998,12.935000000000002,13.047999999999995,12.884,12.559000000000005,11.906999999999996,11.444000000000003,10.245999999999995,10.488999999999997,9.229000000000006,8.573,7.4310000000000045,5.8530000000000015,5.363999999999997,4.435000000000002,3.646000000000001,2.7660000000000053,2.561,3.222999999999999,4.280999999999999,4.497,4.087999999999994,4.010999999999996,4.6569999999999965,5.933,7.594000000000001,9.087000000000003,10.219000000000001,11.275000000000006,12.244,13.418,14.271000000000008,14.024999999999991,13.597000000000001,13.553000000000004,14.424,14.649000000000001,14.665999999999997,15.372,17.178999999999995,19.376000000000005,19.429000000000002,18.035000000000004,18.388999999999996,21.839999999999996,21.945000000000007,22.425999999999995,22.814,17.903999999999996,20.49900000000001,22.125999999999998,21.334000000000003,19.682000000000002,31.686,26.021000000000008,40.437999999999995,27.82,19.467,19.36,28.309000000000005,24.028,29.543,41.407,46.62299999999999,34.242,32.607000000000006,40.819,48.006,50.017999999999994,38.464999999999996,32.969,36.383,37.23500000000001,54.757999999999996,45.711,42.215,47.22200000000001,50.801,36.613,46.697,33.359
