,0,1333,1334,1335,1336,1337,1338,1339,1340,1341,1342,1343,1344,1345,1346,1347,1348,1349,1350,1351,1352,1353,1354,1355,1356,1357,1358,1359,1360,1361,1362,1363,1364,1365,1366,1367,1368,1369,1370,1371,1372,1373,1374,1375,1376,1377,1378,1379,1380,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428
phase,dut_id,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr,spk-2_fr
17,5B031FDDX00004,77.68,78.654,79.717,80.797,81.855,82.921,83.996,85.329,86.647,87.784,89.058,89.837,90.887,91.958,93.218,94.1,95.132,96.345,97.3,98.661,99.569,100.808,101.757,102.736,103.717,104.783,105.771,106.708,107.641,108.542,109.394,110.388,111.111,111.662,112.1,112.562,113.109,113.464,113.714,113.883,113.939,113.94,113.824,113.583,113.203,112.841,112.525,112.446,112.535,112.486,112.433,112.491,112.634,112.836,113.024,113.44,114.114,115.023,116.079,117.771,119.225,118.924,119.656,120.321,120.325,120.782,121.238,122.717,122.775,120.425,117.581,114.538,113.766,112.577,111.429,110.96,110.675,108.098,107.943,106.057,105.929,106.137,103.986,105.717,99.371,99.648,103.579,107.918,106.725,102.681,103.541,99.11,103.17,106.36,102.367,101.683
18,5B031FDDX00004,76.505,77.703,78.881,79.772,80.902,81.942,83.052,84.361,85.563,86.737,87.887,88.847,89.774,91.014,91.884,92.947,94.037,95.125,96.162,97.461,98.375,99.621,100.513,101.536,102.53,103.428,104.46,105.413,106.321,107.235,108.11,108.959,109.612,110.32,110.65,111.156,111.649,111.992,112.256,112.433,112.63,112.643,112.503,112.206,111.727,111.354,111.044,111.019,111.123,111.162,111.204,111.317,111.508,111.565,111.764,112.195,113.085,114.241,115.507,117.042,118.008,117.539,118.21,118.773,118.139,118.907,119.666,121.454,121.981,118.879,115.83,112.61,111.868,110.019,108.699,109.046,107.775,107.097,104.914,103.085,103.051,103.195,102.298,103.148,97.626,98.696,100.409,103.975,102.504,99.507,97.972,96.474,99.48,103.205,100.143,101.314
19,5B031FDDX00004,76.55,77.707,78.844,79.841,80.967,81.995,83.036,84.386,85.632,86.744,87.74,88.804,89.744,90.894,91.996,92.877,94.152,95.142,96.205,97.423,98.408,99.543,100.533,101.487,102.523,103.404,104.451,105.397,106.292,107.24,108.107,108.96,109.642,110.317,110.666,111.153,111.67,111.974,112.256,112.477,112.608,112.609,112.479,112.189,111.708,111.324,111.028,110.991,111.092,111.134,111.174,111.285,111.48,111.541,111.743,112.173,113.063,114.217,115.485,117.023,117.989,117.525,118.194,118.757,118.132,118.883,119.637,121.408,121.924,118.826,115.789,112.589,111.839,110.012,108.67,109.015,107.751,107.045,104.874,103.067,103.03,103.184,102.234,103.009,97.743,98.551,100.226,104.13,102.712,99.677,98.135,96.434,99.293,102.998,100.027,101.064
20,5B031FDDX00004,76.837,77.9,78.88,79.823,80.808,81.964,83.087,84.387,85.562,86.663,87.893,88.822,89.745,90.872,91.935,92.892,93.988,95.123,96.178,97.433,98.363,99.524,100.509,101.537,102.492,103.424,104.486,105.412,106.311,107.249,108.135,108.976,109.656,110.35,110.694,111.17,111.676,111.996,112.272,112.479,112.608,112.614,112.478,112.178,111.688,111.301,111.005,110.969,111.071,111.107,111.15,111.264,111.459,111.517,111.721,112.15,113.04,114.188,115.462,117.005,117.967,117.512,118.176,118.74,118.113,118.859,119.613,121.379,121.906,118.818,115.754,112.565,111.828,110.007,108.659,109.0,107.741,107.024,104.872,103.066,103.032,103.181,102.205,102.935,97.794,98.423,100.076,104.175,102.803,99.74,98.221,96.394,99.216,102.871,99.883,98.997
21,5B031FDDX00004,76.59,77.827,78.689,79.797,80.927,81.965,83.059,84.32,85.58,86.738,87.787,88.688,89.729,90.858,91.911,92.891,93.989,95.101,96.132,97.439,98.322,99.542,100.541,101.489,102.482,103.457,104.49,105.393,106.338,107.22,108.113,108.953,109.675,110.333,110.679,111.189,111.659,112.002,112.269,112.449,112.587,112.617,112.476,112.175,111.689,111.306,111.01,110.957,111.068,111.111,111.15,111.262,111.453,111.516,111.716,112.142,113.032,114.186,115.45,116.995,117.958,117.495,118.164,118.729,118.1,118.84,119.598,121.359,121.884,118.796,115.755,112.57,111.833,110.015,108.651,108.997,107.735,107.009,104.85,103.055,103.032,103.194,102.193,102.939,97.791,98.405,100.051,104.189,102.871,99.819,98.244,96.43,99.146,102.874,99.891,101.14
22,5B031FDDX00004,76.664,77.692,78.759,79.839,80.927,81.924,83.016,84.364,85.51,86.718,87.695,88.788,89.734,90.951,91.836,92.984,93.95,95.065,96.17,97.435,98.327,99.536,100.568,101.455,102.503,103.421,104.488,105.447,106.281,107.212,108.116,108.98,109.666,110.356,110.694,111.18,111.692,111.984,112.268,112.485,112.602,112.596,112.46,112.165,111.677,111.285,110.995,110.942,111.047,111.088,111.128,111.236,111.43,111.497,111.701,112.123,113.015,114.166,115.427,116.967,117.937,117.465,118.136,118.703,118.073,118.806,119.567,121.326,121.846,118.767,115.742,112.549,111.809,110.005,108.64,108.99,107.727,106.996,104.811,103.05,103.037,103.189,102.165,102.873,97.839,98.33,99.979,104.248,102.966,99.915,98.34,96.376,98.951,102.763,99.834,98.095
23,5B031FDDX00004,76.508,77.73,78.836,79.688,80.909,81.91,83.027,84.294,85.516,86.707,87.716,88.752,89.652,90.831,91.926,92.868,93.967,95.067,96.028,97.604,98.34,99.517,100.5,101.477,102.461,103.392,104.459,105.417,106.326,107.22,108.124,109.0,109.647,110.355,110.705,111.202,111.688,112.023,112.273,112.455,112.595,112.603,112.461,112.16,111.669,111.281,110.982,110.94,111.043,111.079,111.122,111.232,111.421,111.484,111.689,112.114,113.005,114.155,115.418,116.957,117.932,117.46,118.127,118.696,118.064,118.793,119.554,121.308,121.838,118.76,115.724,112.553,111.812,110.001,108.633,108.972,107.713,106.979,104.814,103.024,103.013,103.177,102.134,102.843,97.858,98.336,99.928,104.312,103.009,99.935,98.314,96.321,98.945,102.707,99.814,100.507
24,5B031FDDX00004,77.608,78.624,79.756,80.704,81.786,82.663,83.955,85.263,86.633,87.784,88.851,89.716,90.923,91.964,93.044,93.977,94.99,96.178,97.268,98.591,99.523,100.767,101.764,102.679,103.707,104.636,105.768,106.62,107.56,108.487,109.296,110.369,110.976,111.655,112.048,112.541,113.012,113.35,113.654,113.819,113.897,113.879,113.742,113.515,113.137,112.732,112.393,112.283,112.355,112.371,112.296,112.345,112.599,112.668,112.879,113.283,113.975,114.854,116.051,117.97,119.438,119.31,119.646,119.905,119.702,119.674,120.977,122.148,122.95,120.691,117.385,113.969,113.562,112.297,111.252,110.346,110.496,108.433,106.933,105.507,105.517,105.937,103.718,104.227,99.104,98.586,102.714,107.038,106.757,102.944,102.726,98.452,101.813,105.545,101.854,101.885
25,5B031FDDX00004,77.51,78.715,79.713,80.706,81.858,82.856,83.93,85.365,86.566,87.68,88.787,89.815,90.701,91.786,92.879,94.021,95.075,96.1,97.282,98.577,99.536,100.775,101.732,102.699,103.688,104.633,105.705,106.651,107.572,108.457,109.315,110.336,110.995,111.65,112.048,112.505,113.042,113.355,113.623,113.837,113.915,113.869,113.706,113.465,113.124,112.728,112.367,112.312,112.327,112.327,112.295,112.349,112.584,112.707,112.887,113.282,113.962,114.856,116.042,117.974,119.465,119.319,119.628,119.928,119.74,119.693,120.989,122.122,122.918,120.703,117.369,113.949,113.573,112.267,111.249,110.322,110.498,108.467,106.933,105.472,105.452,105.928,103.681,104.217,99.152,98.743,102.686,106.912,106.765,102.995,102.662,98.343,101.957,105.548,101.866,101.308
26,5B031FDDX00004,77.539,78.718,79.614,80.613,81.724,82.803,83.898,85.296,86.548,87.721,88.681,89.739,90.843,91.88,92.988,93.947,95.146,96.152,97.286,98.597,99.579,100.684,101.78,102.669,103.666,104.657,105.748,106.668,107.572,108.467,109.307,110.338,110.999,111.667,112.053,112.549,113.017,113.347,113.672,113.82,113.892,113.882,113.751,113.502,113.12,112.729,112.391,112.298,112.352,112.349,112.251,112.293,112.543,112.631,112.845,113.248,113.94,114.82,116.021,117.934,119.42,119.311,119.614,119.917,119.703,119.654,120.965,122.092,122.906,120.673,117.39,113.972,113.488,112.259,111.245,110.318,110.469,108.414,106.921,105.457,105.456,105.932,103.664,104.192,99.121,98.609,102.643,106.956,106.83,102.977,102.642,98.279,101.796,105.501,101.792,100.841
27,5B031FDDX00004,77.353,78.625,79.756,80.594,81.797,82.738,83.938,85.335,86.548,87.704,88.716,89.765,90.745,91.855,92.897,93.983,95.162,96.145,97.245,98.645,99.551,100.671,101.716,102.697,103.662,104.676,105.714,106.668,107.604,108.487,109.308,110.371,110.99,111.677,112.085,112.546,113.054,113.358,113.636,113.826,113.908,113.859,113.707,113.465,113.104,112.715,112.368,112.264,112.313,112.317,112.233,112.27,112.508,112.624,112.833,113.222,113.922,114.806,115.998,117.913,119.406,119.287,119.581,119.902,119.684,119.628,120.932,122.039,122.856,120.628,117.334,113.946,113.488,112.246,111.222,110.309,110.449,108.39,106.887,105.463,105.447,105.915,103.639,104.102,99.185,98.531,102.525,107.055,106.963,103.1,102.809,98.256,101.585,105.342,101.745,99.296
28,5B031FDDX00004,77.478,78.663,79.684,80.648,81.827,82.852,83.943,85.328,86.542,87.673,88.674,89.799,90.739,91.904,93.02,93.945,94.975,96.175,97.294,98.533,99.564,100.803,101.697,102.654,103.674,104.657,105.681,106.669,107.55,108.522,109.307,110.349,111.023,111.655,112.062,112.556,113.041,113.362,113.652,113.838,113.931,113.896,113.749,113.503,113.129,112.746,112.409,112.301,112.36,112.362,112.262,112.302,112.533,112.641,112.854,113.253,113.951,114.837,116.036,117.954,119.44,119.316,119.616,119.921,119.713,119.667,120.967,122.094,122.933,120.676,117.393,113.996,113.509,112.274,111.257,110.339,110.487,108.425,106.941,105.495,105.491,105.964,103.716,104.233,99.151,98.564,102.635,106.917,106.811,102.996,102.713,98.349,101.829,105.535,101.81,102.451
29,5B031FDDX00004,77.449,78.696,79.663,80.656,81.735,82.773,83.878,85.231,86.639,87.727,88.933,89.869,90.835,92.003,93.039,94.06,95.062,96.178,97.242,98.644,99.542,100.731,101.702,102.696,103.724,104.654,105.684,106.688,107.636,108.498,109.321,110.359,110.974,111.622,111.974,112.443,112.947,113.301,113.565,113.752,113.855,113.874,113.774,113.573,113.237,112.891,112.647,112.626,112.716,112.692,112.633,112.722,112.864,112.96,113.158,113.618,114.339,115.345,116.551,117.807,118.316,118.367,119.468,119.755,119.73,120.85,121.092,122.762,122.865,120.036,117.708,114.62,113.546,112.076,110.87,111.387,109.041,108.61,107.329,106.004,105.836,104.704,104.376,104.398,100.209,99.784,102.141,107.561,105.896,102.744,102.372,99.499,102.718,105.108,102.21,102.424
30,5B031FDDX00004,77.479,78.532,79.704,80.659,81.778,82.803,83.932,85.244,86.528,87.775,89.01,89.98,90.904,91.881,92.96,94.087,95.08,96.198,97.247,98.589,99.573,100.732,101.708,102.72,103.704,104.655,105.632,106.688,107.591,108.482,109.294,110.361,110.973,111.629,111.985,112.468,112.963,113.306,113.57,113.741,113.846,113.86,113.752,113.546,113.215,112.868,112.621,112.6,112.692,112.666,112.607,112.697,112.836,112.932,113.13,113.592,114.312,115.318,116.529,117.784,118.295,118.35,119.447,119.74,119.709,120.821,121.054,122.723,122.833,119.999,117.675,114.597,113.521,112.052,110.842,111.365,109.026,108.575,107.289,105.987,105.821,104.701,104.338,104.304,100.241,99.657,102.001,107.615,105.972,102.869,102.487,99.472,102.578,104.961,102.144,101.044
31,5B031FDDX00004,77.421,78.556,79.708,80.68,81.724,82.797,83.929,85.217,86.609,87.85,88.805,89.789,90.831,92.035,92.905,94.004,95.062,96.159,97.206,98.576,99.504,100.738,101.686,102.772,103.665,104.661,105.749,106.67,107.617,108.536,109.306,110.385,111.0,111.637,112.004,112.477,112.97,113.32,113.57,113.742,113.837,113.85,113.745,113.535,113.198,112.851,112.602,112.577,112.668,112.644,112.581,112.669,112.81,112.911,113.107,113.57,114.286,115.293,116.507,117.76,118.272,118.327,119.424,119.719,119.684,120.793,121.026,122.699,122.8,119.973,117.65,114.566,113.505,112.042,110.829,111.35,109.015,108.551,107.257,105.969,105.82,104.694,104.307,104.242,100.251,99.562,101.91,107.671,106.124,102.954,102.546,99.412,102.439,104.883,102.09,102.314
32,5B031FDDX00004,77.48,78.543,79.865,80.727,81.687,82.798,83.9,85.298,86.579,87.776,88.874,89.803,90.872,91.919,92.939,93.851,95.082,96.116,97.196,98.551,99.577,100.825,101.702,102.682,103.708,104.739,105.712,106.631,107.591,108.466,109.271,110.356,110.994,111.65,112.001,112.476,112.964,113.316,113.575,113.738,113.838,113.848,113.74,113.532,113.195,112.852,112.603,112.566,112.656,112.634,112.569,112.655,112.799,112.903,113.1,113.562,114.277,115.282,116.494,117.743,118.258,118.312,119.406,119.703,119.66,120.773,121.012,122.679,122.776,119.963,117.64,114.552,113.493,112.036,110.823,111.345,109.008,108.537,107.234,105.956,105.818,104.674,104.276,104.214,100.272,99.558,101.931,107.723,106.181,103.005,102.574,99.334,102.31,104.838,102.083,98.653
33,5B031FDDX00004,77.593,78.574,79.59,80.661,81.732,82.824,83.986,85.162,86.588,87.572,88.958,89.766,90.738,91.829,93.042,93.864,95.079,96.215,97.205,98.568,99.512,100.702,101.696,102.689,103.651,104.662,105.677,106.637,107.571,108.481,109.285,110.372,111.003,111.629,112.0,112.458,112.954,113.313,113.564,113.731,113.825,113.84,113.732,113.521,113.18,112.838,112.593,112.548,112.636,112.618,112.552,112.638,112.784,112.888,113.084,113.545,114.261,115.264,116.477,117.728,118.245,118.298,119.389,119.691,119.642,120.75,120.991,122.653,122.76,119.943,117.627,114.532,113.481,112.032,110.817,111.336,109.009,108.522,107.224,105.936,105.807,104.679,104.268,104.196,100.285,99.515,101.851,107.725,106.217,103.037,102.606,99.342,102.276,104.798,102.066,99.797
34,5B031FDDX00004,77.462,78.64,79.64,80.646,81.669,82.783,83.956,85.175,86.378,87.695,88.822,89.819,90.781,91.927,92.909,93.687,94.928,96.109,97.229,98.614,99.569,100.706,101.721,102.7,103.71,104.65,105.721,106.646,107.558,108.473,109.296,110.385,110.977,111.614,112.008,112.471,112.963,113.306,113.567,113.738,113.843,113.859,113.748,113.541,113.2,112.859,112.615,112.582,112.672,112.647,112.584,112.669,112.811,112.914,113.111,113.572,114.287,115.291,116.506,117.757,118.272,118.323,119.417,119.715,119.68,120.783,121.016,122.693,122.812,119.992,117.678,114.59,113.496,112.049,110.837,111.349,109.027,108.556,107.247,105.957,105.816,104.695,104.304,104.27,100.277,99.555,101.914,107.663,106.112,102.939,102.534,99.41,102.448,104.924,102.09,100.954
