,0,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465
phase,dut_id,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr,mic-2_fr
freq,,100.0,106.0,112.0,118.0,125.0,132.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,212.0,224.0,236.0,250.0,265.0,280.0,300.0,315.0,335.0,355.0,375.0,400.0,425.0,450.0,475.0,500.0,530.0,560.0,600.0,630.0,670.0,710.0,750.0,800.0,850.0,900.0,950.0,1000.0,1060.0,1120.0,1180.0,1250.0,1320.0,1400.0,1500.0,1600.0,1700.0,1800.0,1900.0,2000.0,2120.0,2240.0,2360.0,2500.0,2650.0,2800.0,3000.0,3150.0,3350.0,3550.0,3750.0,4000.0,4250.0,4500.0,4750.0,5000.0,5300.0,5600.0,6000.0,6300.0,6700.0,7100.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10600.0,11200.0,11800.0,12500.0,13200.0,14000.0,15000.0,16000.0,17000.0,18000.0,19000.0,20000.0,21200.0,22400.0
7,5B031FDDX00004,-38.484,-38.13899999999999,-37.903999999999996,-37.852999999999994,-37.92799999999999,-38.01099999999998,-38.06700000000001,-38.120999999999995,-38.094,-38.06999999999999,-38.083000000000006,-38.04500000000001,-37.959,-37.94200000000001,-37.890000000000015,-37.848,-37.864999999999995,-37.82899999999999,-37.76399999999999,-37.756,-37.729000000000006,-37.64399999999999,-37.63699999999999,-37.57499999999999,-37.616000000000014,-37.592999999999996,-37.58099999999999,-37.542,-37.51499999999999,-37.534,-37.525999999999996,-37.508,-37.509,-37.49200000000001,-37.477000000000004,-37.489000000000004,-37.493999999999986,-37.51700000000001,-37.47399999999999,-37.445,-37.41200000000001,-37.34100000000001,-37.33500000000001,-37.29899999999999,-37.383999999999986,-37.24599999999999,-37.415,-37.22,-36.95899999999999,-36.842000000000006,-37.112,-36.809999999999995,-36.42100000000001,-37.284,-36.013,-36.598,-36.608000000000004,-36.43599999999999,-36.50499999999999,-36.17500000000001,-36.15400000000001,-35.891999999999996,-36.26699999999999,-35.7,-35.501000000000005,-34.725999999999985,-35.339999999999996,-33.754999999999995,-34.358000000000004,-33.485000000000014,-33.66199999999999,-32.85299999999999,-32.172999999999995,-31.857999999999997,-31.145,-29.855999999999995,-29.50399999999999,-28.887000000000008,-29.333999999999993,-28.264999999999997,-29.328000000000017,-30.034000000000006,-30.806000000000004,-30.747999999999976,-33.417,-33.47800000000001,-33.638000000000005,-36.71900000000001,-33.748,-38.32599999999998,-37.05899999999999,-38.036000000000016,-36.806000000000004,-37.32100000000001,-38.364999999999995
8,5B031FDDX00004,-38.464,-38.11699999999999,-37.88,-37.82999999999999,-37.904999999999994,-37.98899999999998,-38.04600000000001,-38.101,-38.074000000000005,-38.04999999999999,-38.063,-38.02700000000001,-37.941,-37.92400000000001,-37.87300000000001,-37.83,-37.842999999999996,-37.80499999999999,-37.73999999999999,-37.738,-37.71500000000001,-37.63099999999999,-37.626,-37.56599999999999,-37.606000000000016,-37.58,-37.56599999999999,-37.524,-37.497,-37.516,-37.507999999999996,-37.492000000000004,-37.494,-37.479000000000006,-37.469,-37.479000000000006,-37.481999999999985,-37.506000000000014,-37.461,-37.427,-37.40000000000001,-37.33300000000001,-37.31900000000001,-37.28499999999999,-37.361999999999995,-37.22499999999999,-37.403999999999996,-37.211,-36.95299999999999,-36.830000000000005,-37.10300000000001,-36.803,-36.39300000000001,-37.274,-36.013999999999996,-36.578,-36.603,-36.431,-36.48699999999999,-36.17000000000001,-36.16100000000001,-35.88999999999999,-36.25699999999999,-35.696,-35.5,-34.72699999999999,-35.329,-33.763999999999996,-34.368,-33.507000000000005,-33.641999999999996,-32.83499999999999,-32.195,-31.862999999999992,-31.176,-29.861999999999995,-29.547999999999995,-28.845000000000006,-29.348999999999993,-28.264999999999997,-29.299000000000014,-30.037000000000006,-30.798000000000002,-30.757999999999978,-33.467,-33.336000000000006,-33.691,-36.664,-33.81699999999999,-38.286999999999985,-37.06899999999999,-38.11500000000001,-36.797000000000004,-37.31000000000002,-38.315
9,5B031FDDX00004,-38.486,-38.13799999999999,-37.898,-37.840999999999994,-37.90899999999999,-37.98799999999998,-38.04400000000001,-38.101,-38.087,-38.07099999999999,-38.08500000000001,-38.04200000000001,-37.94500000000001,-37.92400000000001,-37.87400000000002,-37.839999999999996,-37.858,-37.81999999999999,-37.75299999999999,-37.754999999999995,-37.73700000000001,-37.65599999999999,-37.64699999999999,-37.58399999999999,-37.621000000000016,-37.592,-37.57799999999999,-37.537,-37.507,-37.524,-37.516,-37.503,-37.506,-37.49100000000001,-37.481,-37.48800000000001,-37.48999999999999,-37.51500000000001,-37.47099999999999,-37.439,-37.40900000000001,-37.34000000000001,-37.32600000000001,-37.29399999999999,-37.371999999999986,-37.234999999999985,-37.413,-37.21300000000001,-36.954999999999984,-36.83700000000001,-37.11300000000001,-36.812999999999995,-36.403000000000006,-37.284,-36.028,-36.593,-36.616,-36.44799999999999,-36.50999999999999,-36.18200000000001,-36.16800000000001,-35.895999999999994,-36.267999999999994,-35.71300000000001,-35.52000000000001,-34.73999999999998,-35.349,-33.781,-34.376000000000005,-33.51700000000001,-33.657999999999994,-32.83599999999999,-32.186,-31.854999999999997,-31.169,-29.856999999999992,-29.553999999999995,-28.848000000000006,-29.354999999999993,-28.249999999999996,-29.296000000000014,-30.061000000000007,-30.808000000000003,-30.764999999999976,-33.473,-33.36000000000001,-33.708000000000006,-36.71300000000001,-33.855,-38.37099999999998,-37.09799999999999,-38.07400000000001,-36.808,-37.283000000000015,-38.38999999999999
10,5B031FDDX00004,-38.473,-38.12599999999999,-37.89,-37.83999999999999,-37.91599999999999,-38.00099999999998,-38.05900000000001,-38.114999999999995,-38.089000000000006,-38.06499999999999,-38.077000000000005,-38.03900000000001,-37.95100000000001,-37.93400000000001,-37.881000000000014,-37.838,-37.85,-37.81099999999999,-37.74499999999999,-37.744,-37.720000000000006,-37.63499999999999,-37.629999999999995,-37.572999999999986,-37.61100000000001,-37.583,-37.56899999999999,-37.528999999999996,-37.501,-37.52,-37.515,-37.502,-37.503,-37.48800000000001,-37.473,-37.482000000000006,-37.487999999999985,-37.509000000000015,-37.462999999999994,-37.431,-37.405000000000015,-37.33500000000001,-37.318000000000005,-37.28199999999999,-37.359999999999985,-37.22999999999999,-37.412,-37.212,-36.954999999999984,-36.839000000000006,-37.115,-36.812999999999995,-36.404,-37.28,-36.020999999999994,-36.588,-36.609,-36.440999999999995,-36.49799999999999,-36.17200000000001,-36.15000000000001,-35.892999999999994,-36.25699999999999,-35.673,-35.49000000000001,-34.71799999999999,-35.317,-33.762,-34.35,-33.49600000000001,-33.63699999999999,-32.82499999999999,-32.192,-31.871999999999993,-31.171,-29.84499999999999,-29.49199999999999,-28.827000000000005,-29.32999999999999,-28.279999999999994,-29.278000000000013,-30.01700000000001,-30.748000000000005,-30.783999999999978,-33.383,-33.29400000000001,-33.679,-36.684000000000005,-33.85699999999999,-38.213999999999984,-36.98899999999999,-38.11100000000002,-36.981,-37.91300000000002,-38.821
11,5B031FDDX00004,-38.461,-38.11499999999999,-37.879,-37.82799999999999,-37.90299999999999,-37.98699999999998,-38.04200000000001,-38.096,-38.07000000000001,-38.04599999999999,-38.05800000000001,-38.02000000000001,-37.93300000000001,-37.91600000000001,-37.86400000000002,-37.82,-37.832,-37.791999999999994,-37.72799999999999,-37.729,-37.70700000000001,-37.62299999999999,-37.617999999999995,-37.55899999999999,-37.59600000000002,-37.568,-37.55399999999999,-37.515,-37.489,-37.509,-37.504,-37.491,-37.492,-37.47400000000001,-37.458,-37.46600000000001,-37.469999999999985,-37.491000000000014,-37.44499999999999,-37.412,-37.38600000000002,-37.31700000000001,-37.29900000000001,-37.26299999999999,-37.343999999999994,-37.21799999999999,-37.397999999999996,-37.193,-36.932999999999986,-36.82000000000001,-37.096000000000004,-36.8,-36.391000000000005,-37.268,-36.01499999999999,-36.587,-36.612,-36.44499999999999,-36.50699999999999,-36.180000000000014,-36.15700000000001,-35.88799999999999,-36.25599999999999,-35.69,-35.50800000000001,-34.73399999999998,-35.344,-33.772999999999996,-34.36300000000001,-33.50500000000001,-33.64099999999999,-32.822999999999986,-32.199,-31.856999999999992,-31.18,-29.864999999999995,-29.50099999999999,-28.82500000000001,-29.351999999999993,-28.265999999999995,-29.247000000000014,-30.04100000000001,-30.756000000000004,-30.786999999999978,-33.42,-33.321000000000005,-33.704,-36.67,-33.82599999999999,-38.29199999999998,-36.92399999999999,-38.18800000000002,-37.056000000000004,-37.780000000000015,-38.349999999999994
12,5B031FDDX00004,-38.45099999999999,-38.001999999999995,-37.837,-37.841,-37.989000000000004,-38.051999999999985,-38.085,-38.152,-38.168000000000006,-38.11699999999999,-38.117999999999995,-38.129,-38.123,-38.026,-37.96800000000002,-37.940000000000005,-37.93199999999998,-37.932,-37.85200000000001,-37.86700000000002,-37.831,-37.732,-37.794,-37.776999999999994,-37.74,-37.73299999999999,-37.73400000000001,-37.70500000000001,-37.698000000000015,-37.68499999999999,-37.736000000000004,-37.63399999999999,-37.638999999999996,-37.617000000000004,-37.62499999999999,-37.63500000000001,-37.666,-37.668000000000006,-37.687000000000005,-37.68900000000001,-37.56699999999999,-37.572,-37.495,-37.562,-37.77,-37.559999999999995,-37.493,-37.30000000000001,-36.98899999999999,-36.97399999999998,-37.123,-36.93100000000001,-36.56200000000001,-37.32199999999998,-36.48200000000001,-36.80299999999998,-36.732,-36.63,-36.51800000000001,-36.459,-36.238,-36.164000000000016,-36.28300000000001,-35.911,-35.385,-34.74499999999999,-35.63699999999999,-34.153999999999996,-34.495000000000005,-33.57900000000001,-33.851,-32.91599999999999,-32.731,-32.132999999999996,-31.763999999999996,-30.413999999999987,-30.53000000000001,-29.05499999999999,-29.768,-29.28200000000001,-29.78699999999998,-30.740000000000006,-31.840000000000003,-32.815,-33.29099999999999,-33.467,-35.03799999999999,-36.751000000000005,-37.234,-39.335,-37.24400000000001,-39.025999999999996,-35.17599999999999,-38.634,-40.391999999999996
13,5B031FDDX00004,-38.416999999999994,-37.965999999999994,-37.798,-37.798,-37.941,-38.00099999999998,-38.031000000000006,-38.098,-38.120000000000005,-38.075999999999986,-38.086,-38.101,-38.097,-37.99900000000001,-37.93900000000002,-37.906000000000006,-37.89299999999998,-37.888999999999996,-37.80500000000001,-37.820000000000014,-37.785000000000004,-37.686,-37.748999999999995,-37.73299999999999,-37.697,-37.68699999999999,-37.686000000000014,-37.65600000000001,-37.64800000000001,-37.631,-37.678000000000004,-37.57699999999999,-37.587999999999994,-37.578,-37.59899999999999,-37.610000000000014,-37.63999999999999,-37.63700000000001,-37.66100000000001,-37.67100000000001,-37.55499999999999,-37.56600000000001,-37.49399999999999,-37.559,-37.738,-37.495999999999995,-37.412,-37.24000000000001,-36.94899999999999,-36.950999999999986,-37.098,-36.91300000000001,-36.56800000000001,-37.325999999999986,-36.424000000000014,-36.783999999999985,-36.72,-36.615,-36.510000000000005,-36.47,-36.167,-36.15700000000001,-36.242000000000004,-35.873000000000005,-35.351,-34.727,-35.56499999999999,-34.077,-34.415,-33.536,-33.856,-32.87699999999999,-32.733000000000004,-32.135,-31.763999999999996,-30.35399999999999,-30.50800000000001,-29.03999999999999,-29.783,-29.26700000000001,-29.737999999999982,-30.691000000000006,-31.837000000000003,-32.786,-33.245999999999995,-33.516999999999996,-34.853999999999985,-36.92099999999999,-37.17,-39.541,-37.306000000000004,-39.032,-35.33599999999999,-38.64,-40.663999999999994
14,5B031FDDX00004,-38.394,-37.94499999999999,-37.78000000000001,-37.781000000000006,-37.926,-37.98599999999999,-38.016000000000005,-38.081,-38.099000000000004,-38.05099999999999,-38.058,-38.072,-38.067,-37.970000000000006,-37.91200000000002,-37.88100000000001,-37.87199999999998,-37.87,-37.78800000000001,-37.802000000000014,-37.766000000000005,-37.665,-37.729,-37.71399999999999,-37.678,-37.67099999999999,-37.671000000000014,-37.63900000000002,-37.631000000000014,-37.61699999999999,-37.666000000000004,-37.56299999999999,-37.56999999999999,-37.551,-37.56099999999999,-37.57000000000001,-37.599999999999994,-37.601000000000006,-37.620000000000005,-37.62200000000001,-37.501,-37.50900000000001,-37.434999999999995,-37.50299999999999,-37.7,-37.49799999999999,-37.44,-37.25000000000001,-36.93899999999999,-36.93099999999998,-37.08,-36.88800000000001,-36.52300000000001,-37.27099999999999,-36.436000000000014,-36.758999999999986,-36.698,-36.594,-36.483000000000004,-36.429,-36.182,-36.10400000000001,-36.215,-35.842,-35.31999999999999,-34.68399999999999,-35.57899999999999,-34.108000000000004,-34.421,-33.53500000000001,-33.824,-32.877999999999986,-32.71900000000001,-32.108999999999995,-31.743999999999993,-30.378999999999987,-30.509000000000007,-29.058999999999987,-29.781,-29.24300000000001,-29.737999999999982,-30.686000000000007,-31.830000000000005,-32.79900000000001,-33.233999999999995,-33.456999999999994,-34.963999999999984,-36.789,-37.155,-39.46,-37.266000000000005,-39.035,-35.52999999999999,-38.707,-40.49699999999999
15,5B031FDDX00004,-38.404999999999994,-37.952999999999996,-37.784000000000006,-37.785000000000004,-37.929,-37.98999999999999,-38.023,-38.091,-38.11200000000001,-38.063999999999986,-38.068999999999996,-38.081,-38.076,-37.98100000000001,-37.92400000000002,-37.89500000000001,-37.88399999999998,-37.88,-37.79700000000001,-37.811000000000014,-37.775000000000006,-37.676,-37.74,-37.72599999999999,-37.691,-37.68299999999999,-37.683000000000014,-37.655000000000015,-37.64800000000001,-37.629999999999995,-37.675000000000004,-37.57599999999999,-37.583999999999996,-37.566,-37.57999999999999,-37.59200000000001,-37.62,-37.61600000000001,-37.633,-37.63000000000001,-37.50699999999999,-37.52100000000001,-37.449999999999996,-37.516,-37.704,-37.50399999999999,-37.45,-37.26300000000001,-36.953999999999986,-36.94999999999998,-37.098,-36.90800000000001,-36.54200000000001,-37.28899999999998,-36.44400000000002,-36.774999999999984,-36.711999999999996,-36.606,-36.48500000000001,-36.439,-36.181,-36.11100000000001,-36.220000000000006,-35.85300000000001,-35.324,-34.69299999999999,-35.57199999999999,-34.102000000000004,-34.416000000000004,-33.53500000000001,-33.82,-32.871999999999986,-32.721000000000004,-32.120999999999995,-31.759999999999998,-30.37699999999999,-30.51300000000001,-29.061999999999987,-29.795,-29.20300000000001,-29.75199999999998,-30.667000000000005,-31.855000000000004,-32.819,-33.230999999999995,-33.468999999999994,-35.04999999999999,-36.759,-37.117000000000004,-39.416,-37.080000000000005,-38.998999999999995,-35.46899999999999,-38.955,-40.776999999999994
16,5B031FDDX00004,-38.41,-37.96099999999999,-37.794000000000004,-37.793000000000006,-37.935,-37.99299999999999,-38.02,-38.084,-38.10300000000001,-38.05599999999998,-38.062999999999995,-38.077,-38.071,-37.974000000000004,-37.91600000000002,-37.88600000000001,-37.875999999999976,-37.873,-37.790000000000006,-37.804000000000016,-37.769000000000005,-37.67,-37.736,-37.721,-37.685,-37.675999999999995,-37.67600000000001,-37.64700000000001,-37.63900000000001,-37.62299999999999,-37.671,-37.57099999999999,-37.57899999999999,-37.558,-37.56699999999999,-37.57800000000001,-37.608999999999995,-37.605000000000004,-37.62800000000001,-37.626000000000005,-37.504999999999995,-37.519000000000005,-37.44499999999999,-37.513,-37.709,-37.510999999999996,-37.452,-37.26600000000001,-36.95299999999999,-36.94399999999998,-37.092999999999996,-36.90000000000001,-36.53000000000001,-37.27099999999999,-36.433000000000014,-36.768999999999984,-36.708,-36.601,-36.482000000000006,-36.435,-36.21000000000001,-36.134000000000015,-36.232000000000006,-35.866,-35.339999999999996,-34.71399999999999,-35.60999999999999,-34.131,-34.441,-33.563,-33.852,-32.905999999999985,-32.737,-32.156,-31.799999999999997,-30.41199999999999,-30.57200000000001,-29.072999999999986,-29.825,-29.297000000000008,-29.764999999999983,-30.718000000000007,-31.816000000000006,-32.836,-33.27299999999999,-33.446,-34.93499999999999,-36.82599999999999,-37.228,-39.534,-37.331,-38.977999999999994,-35.170999999999985,-38.278000000000006,-40.550999999999995
17,5B031FDDX00004,-38.39999999999999,-37.949999999999996,-37.78300000000001,-37.784000000000006,-37.928,-37.987999999999985,-38.01800000000001,-38.085,-38.107000000000006,-38.06199999999998,-38.071,-38.085,-38.081,-37.98500000000001,-37.92800000000002,-37.89900000000001,-37.888999999999974,-37.885,-37.80100000000001,-37.814000000000014,-37.778000000000006,-37.68,-37.746,-37.72999999999999,-37.694,-37.68699999999999,-37.686000000000014,-37.65400000000001,-37.64600000000001,-37.63199999999999,-37.681000000000004,-37.581999999999994,-37.589999999999996,-37.567,-37.577999999999996,-37.58800000000001,-37.620999999999995,-37.620000000000005,-37.641000000000005,-37.64200000000001,-37.520999999999994,-37.531000000000006,-37.461999999999996,-37.528999999999996,-37.719,-37.51599999999999,-37.452,-37.27000000000001,-36.95999999999999,-36.954999999999984,-37.105,-36.91200000000001,-36.54700000000001,-37.289999999999985,-36.45200000000001,-36.789999999999985,-36.728,-36.628,-36.51500000000001,-36.46,-36.22800000000001,-36.15000000000001,-36.257000000000005,-35.888000000000005,-35.36599999999999,-34.736,-35.623999999999995,-34.150000000000006,-34.453,-33.57400000000001,-33.87,-32.91599999999999,-32.751000000000005,-32.17399999999999,-31.807999999999993,-30.41499999999999,-30.579000000000008,-29.076999999999988,-29.829,-29.294000000000008,-29.77999999999998,-30.717000000000006,-31.826000000000004,-32.831,-33.25699999999999,-33.43899999999999,-34.90699999999999,-36.873000000000005,-37.212,-39.568,-37.385000000000005,-38.995999999999995,-35.28899999999999,-38.509,-40.456999999999994
18,5B031FDDX00004,-37.97100000000001,-37.818000000000005,-38.036,-38.117999999999995,-38.163,-38.23,-38.290000000000006,-38.17,-38.098,-38.07000000000001,-38.068000000000005,-38.03700000000001,-37.99300000000001,-37.975,-37.88699999999999,-37.81099999999999,-37.81500000000001,-37.733000000000004,-37.745,-37.6,-37.577000000000005,-37.562999999999995,-37.538999999999994,-37.528000000000006,-37.495999999999995,-37.465,-37.461,-37.42400000000001,-37.41,-37.40500000000001,-37.384,-37.400999999999996,-37.385000000000005,-37.35100000000002,-37.347,-37.37,-37.412000000000006,-37.407000000000004,-37.42600000000001,-37.399,-37.282,-37.242000000000004,-37.202000000000005,-37.24399999999999,-37.17399999999999,-37.218,-37.370000000000005,-37.090999999999994,-36.65000000000001,-36.632999999999996,-36.803,-36.602999999999994,-36.24100000000001,-37.007999999999996,-35.714000000000006,-36.511,-36.550000000000004,-36.285,-36.30499999999999,-36.784,-35.504999999999995,-36.00000000000001,-35.865,-35.601,-35.26200000000001,-34.690000000000005,-34.97499999999999,-34.086,-34.03299999999999,-33.724,-33.514,-32.338,-32.495000000000005,-31.921000000000003,-31.126000000000005,-29.011000000000006,-29.538999999999994,-28.48899999999999,-28.59899999999999,-29.00399999999999,-29.269,-30.415000000000006,-30.992999999999988,-32.35299999999999,-35.919,-32.852999999999994,-34.575,-35.98799999999999,-38.655,-38.37300000000001,-37.504000000000005,-39.040000000000006,-37.015,-37.381,-37.786999999999985
19,5B031FDDX00004,-37.95000000000001,-37.79500000000001,-38.011,-38.090999999999994,-38.134,-38.202,-38.266000000000005,-38.152,-38.083999999999996,-38.06000000000001,-38.058,-38.027000000000015,-37.98400000000001,-37.966,-37.876999999999995,-37.801,-37.80500000000001,-37.72200000000001,-37.732,-37.586999999999996,-37.56600000000001,-37.55199999999999,-37.526999999999994,-37.51700000000001,-37.486999999999995,-37.45700000000001,-37.45099999999999,-37.41600000000001,-37.401999999999994,-37.397000000000006,-37.378,-37.395999999999994,-37.38100000000001,-37.34800000000002,-37.339999999999996,-37.361,-37.402,-37.39600000000001,-37.413000000000004,-37.388,-37.275,-37.236000000000004,-37.19500000000001,-37.236,-37.166999999999994,-37.208,-37.356,-37.07599999999999,-36.63000000000001,-36.623,-36.79899999999999,-36.571999999999996,-36.23100000000001,-37.00599999999999,-35.717000000000006,-36.507000000000005,-36.55400000000001,-36.289,-36.309,-36.787,-35.51599999999999,-35.996,-35.863,-35.604,-35.251000000000005,-34.689,-34.98599999999999,-34.086,-34.03699999999999,-33.72899999999999,-33.51500000000001,-32.356,-32.504000000000005,-31.923000000000002,-31.151000000000003,-29.045000000000005,-29.544999999999995,-28.508999999999993,-28.635999999999992,-28.99699999999999,-29.249,-30.418000000000006,-30.990999999999985,-32.362999999999985,-35.8,-32.83,-34.56800000000001,-35.99399999999999,-38.557,-38.42400000000001,-37.419000000000004,-39.10000000000001,-37.123000000000005,-37.968999999999994,-38.27699999999999
20,5B031FDDX00004,-37.94200000000001,-37.788000000000004,-38.005,-38.086,-38.13,-38.196999999999996,-38.259,-38.142,-38.071999999999996,-38.04800000000001,-38.047000000000004,-38.01700000000001,-37.97400000000001,-37.956,-37.86699999999999,-37.791,-37.79500000000001,-37.712,-37.723,-37.578,-37.55700000000001,-37.544,-37.520999999999994,-37.51100000000001,-37.480999999999995,-37.449000000000005,-37.443999999999996,-37.408000000000015,-37.394,-37.389,-37.367,-37.38199999999999,-37.36700000000001,-37.33900000000002,-37.333999999999996,-37.358,-37.401,-37.39300000000001,-37.412000000000006,-37.391,-37.283,-37.24900000000001,-37.211000000000006,-37.257,-37.18299999999999,-37.212,-37.353,-37.07499999999999,-36.64100000000001,-36.643,-36.81699999999999,-36.58399999999999,-36.242000000000004,-37.016,-35.726000000000006,-36.518,-36.55800000000001,-36.293,-36.312,-36.799,-35.54099999999999,-35.996,-35.849,-35.611000000000004,-35.251000000000005,-34.691,-34.98999999999998,-34.083999999999996,-34.04299999999999,-33.760999999999996,-33.541000000000004,-32.375,-32.516000000000005,-31.929000000000002,-31.177000000000007,-29.092000000000006,-29.616999999999994,-28.529999999999994,-28.708999999999993,-29.07799999999999,-29.258999999999997,-30.436000000000007,-31.000999999999987,-32.35499999999999,-35.772,-32.879,-34.572,-35.952999999999996,-38.528999999999996,-38.513000000000005,-37.63900000000001,-39.01400000000001,-36.863,-37.15,-37.85599999999998
21,5B031FDDX00004,-37.93700000000001,-37.77900000000001,-37.99100000000001,-38.06999999999999,-38.112,-38.17999999999999,-38.244,-38.13100000000001,-38.064,-38.040000000000006,-38.039,-38.00700000000001,-37.96300000000001,-37.945,-37.85799999999999,-37.786,-37.79400000000001,-37.71400000000001,-37.724,-37.579,-37.55700000000001,-37.544999999999995,-37.52199999999999,-37.51100000000001,-37.47899999999999,-37.447,-37.443999999999996,-37.41000000000001,-37.395999999999994,-37.394000000000005,-37.373,-37.38999999999999,-37.37500000000001,-37.341000000000015,-37.333,-37.352999999999994,-37.394000000000005,-37.383,-37.395,-37.364,-37.25,-37.211000000000006,-37.175000000000004,-37.208,-37.13999999999999,-37.204,-37.36600000000001,-37.08099999999999,-36.628000000000014,-36.623,-36.818999999999996,-36.587999999999994,-36.25300000000001,-37.019,-35.730000000000004,-36.532000000000004,-36.57600000000001,-36.297,-36.315999999999995,-36.804,-35.54399999999999,-36.008,-35.864,-35.615,-35.25600000000001,-34.694,-34.987999999999985,-34.077999999999996,-34.02499999999999,-33.72899999999999,-33.513000000000005,-32.359,-32.506,-31.921000000000003,-31.162000000000006,-29.047000000000004,-29.568999999999996,-28.522999999999996,-28.653999999999993,-28.94099999999999,-29.24,-30.380000000000006,-31.016999999999985,-32.353999999999985,-35.702999999999996,-32.763,-34.51400000000001,-35.946999999999996,-38.438,-38.46800000000001,-37.162000000000006,-39.031000000000006,-37.426,-38.153,-38.20599999999999
22,5B031FDDX00004,-37.92100000000001,-37.766000000000005,-37.982000000000006,-38.06399999999999,-38.109,-38.178,-38.243,-38.13,-38.064,-38.04200000000001,-38.041000000000004,-38.009000000000015,-37.964000000000006,-37.944,-37.85399999999999,-37.77799999999999,-37.78200000000001,-37.69900000000001,-37.71,-37.566,-37.547000000000004,-37.535,-37.50999999999999,-37.497000000000014,-37.462999999999994,-37.431000000000004,-37.425999999999995,-37.393000000000015,-37.385,-37.389,-37.367,-37.38199999999999,-37.36400000000001,-37.32700000000002,-37.318999999999996,-37.340999999999994,-37.384,-37.37200000000001,-37.38700000000001,-37.355,-37.244,-37.208000000000006,-37.16700000000001,-37.19799999999999,-37.126999999999995,-37.19,-37.335,-37.05399999999999,-36.60400000000001,-36.617,-36.812,-36.57399999999999,-36.24100000000001,-37.00899999999999,-35.71900000000001,-36.521,-36.56700000000001,-36.283,-36.297999999999995,-36.779,-35.53199999999999,-35.98800000000001,-35.847,-35.601,-35.24900000000001,-34.695,-34.99499999999999,-34.074999999999996,-34.02499999999999,-33.745999999999995,-33.521,-32.368,-32.507000000000005,-31.925000000000004,-31.16700000000001,-29.071000000000005,-29.575999999999993,-28.51299999999999,-28.673999999999992,-28.94199999999999,-29.237,-30.37900000000001,-31.022999999999985,-32.36799999999999,-35.646,-32.806999999999995,-34.516000000000005,-35.989999999999995,-38.421,-38.53500000000001,-37.20700000000001,-39.105000000000004,-37.441,-38.19,-38.15399999999998
