,0,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608
phase,dut_id,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr,hac-1_fr
freq,,300.0,315.0,335.0,355.0,375.0,400.0,425.0,450.0,475.0,500.0,530.0,560.0,600.0,630.0,670.0,710.0,750.0,800.0,850.0,900.0,950.0,1000.0,1060.0,1120.0,1180.0,1250.0,1320.0,1400.0,1500.0,1600.0,1700.0,1800.0,1900.0,2000.0,2120.0,2240.0,2360.0,2500.0,2650.0,2800.0,3000.0,3150.0,3350.0,3550.0,3750.0,4000.0
0,5B031FDDX00004,-43.555,-43.151,-42.621,-42.143,-41.699,-41.16,-40.666,-40.223,-39.781,-39.415,-38.955,-38.548,-38.019,-37.674,-37.232,-36.859,-36.649,-36.498,-36.701,-36.297,-35.933,-35.59,-35.208,-34.866,-34.548,-34.209,-33.899,-33.579,-33.225,-32.914,-32.639,-32.386,-32.185,-31.997,-31.79,-31.63,-31.511,-31.392,-31.272,-31.228,-31.204,-31.213,-31.226,-31.307,-31.449,-31.63
1,5B031FDDX00004,-43.591,-43.182,-42.664,-42.172,-41.733,-41.194,-40.708,-40.244,-39.828,-39.442,-38.995,-38.583,-38.064,-37.709,-37.276,-36.899,-36.692,-36.535,-36.742,-36.34,-35.972,-35.629,-35.248,-34.905,-34.587,-34.248,-33.938,-33.618,-33.266,-32.954,-32.678,-32.424,-32.223,-32.037,-31.834,-31.669,-31.549,-31.43,-31.312,-31.265,-31.242,-31.249,-31.262,-31.344,-31.489,-31.669
2,5B031FDDX00004,-43.613,-43.206,-42.695,-42.204,-41.753,-41.218,-40.725,-40.274,-39.849,-39.468,-39.017,-38.599,-38.082,-37.73,-37.295,-36.92,-36.704,-36.554,-36.756,-36.352,-35.984,-35.641,-35.26,-34.917,-34.6,-34.262,-33.95,-33.631,-33.279,-32.966,-32.69,-32.436,-32.235,-32.048,-31.844,-31.682,-31.559,-31.44,-31.325,-31.278,-31.253,-31.259,-31.273,-31.354,-31.498,-31.677
3,5B031FDDX00004,-43.56,-43.16,-42.651,-42.168,-41.71,-41.179,-40.684,-40.241,-39.808,-39.423,-38.97,-38.56,-38.041,-37.693,-37.249,-36.877,-36.665,-36.513,-36.717,-36.317,-35.949,-35.605,-35.225,-34.883,-34.563,-34.225,-33.912,-33.594,-33.241,-32.929,-32.652,-32.399,-32.197,-32.01,-31.807,-31.643,-31.52,-31.403,-31.282,-31.237,-31.214,-31.22,-31.233,-31.313,-31.456,-31.638
4,5B031FDDX00004,-43.63,-43.228,-42.711,-42.229,-41.757,-41.228,-40.723,-40.288,-39.851,-39.473,-39.019,-38.612,-38.084,-37.734,-37.291,-36.927,-36.712,-36.563,-36.765,-36.359,-35.992,-35.649,-35.27,-34.924,-34.607,-34.269,-33.956,-33.638,-33.285,-32.972,-32.697,-32.443,-32.241,-32.053,-31.849,-31.685,-31.564,-31.445,-31.326,-31.279,-31.255,-31.261,-31.273,-31.355,-31.498,-31.679
5,5B031FDDX00004,-43.585,-43.175,-42.668,-42.187,-41.726,-41.195,-40.701,-40.253,-39.834,-39.444,-38.993,-38.577,-38.056,-37.705,-37.275,-36.892,-36.687,-36.526,-36.728,-36.321,-35.959,-35.615,-35.234,-34.891,-34.573,-34.233,-33.921,-33.603,-33.25,-32.937,-32.661,-32.407,-32.204,-32.017,-31.813,-31.65,-31.527,-31.409,-31.289,-31.244,-31.219,-31.224,-31.238,-31.319,-31.46,-31.641
6,5B031FDDX00004,-40.913,-40.499,-39.983,-39.507,-39.048,-38.516,-38.032,-37.579,-37.155,-36.765,-36.324,-35.91,-35.398,-35.042,-34.61,-34.235,-34.032,-33.881,-34.096,-33.696,-33.329,-32.99,-32.613,-32.273,-31.959,-31.626,-31.317,-31.003,-30.658,-30.352,-30.082,-29.833,-29.638,-29.455,-29.259,-29.102,-28.985,-28.873,-28.76,-28.722,-28.708,-28.722,-28.745,-28.834,-28.986,-29.178
7,5B031FDDX00004,-42.891,-42.486,-41.976,-41.491,-41.035,-40.516,-40.014,-39.565,-39.14,-38.755,-38.31,-37.894,-37.379,-37.029,-36.592,-36.223,-36.013,-35.868,-36.075,-35.673,-35.312,-34.975,-34.596,-34.253,-33.941,-33.606,-33.299,-32.985,-32.638,-32.333,-32.061,-31.813,-31.617,-31.437,-31.239,-31.081,-30.966,-30.855,-30.743,-30.705,-30.691,-30.704,-30.726,-30.816,-30.968,-31.16
8,5B031FDDX00004,-42.9,-42.491,-41.973,-41.487,-41.041,-40.506,-40.013,-39.567,-39.136,-38.758,-38.306,-37.898,-37.382,-37.034,-36.598,-36.219,-36.021,-35.864,-36.076,-35.666,-35.31,-34.971,-34.595,-34.254,-33.939,-33.604,-33.297,-32.984,-32.637,-32.33,-32.059,-31.811,-31.614,-31.433,-31.235,-31.077,-30.963,-30.85,-30.738,-30.699,-30.684,-30.697,-30.719,-30.809,-30.96,-31.151
9,5B031FDDX00004,-42.897,-42.49,-41.97,-41.49,-41.036,-40.503,-40.012,-39.563,-39.14,-38.754,-38.31,-37.895,-37.375,-37.025,-36.59,-36.213,-36.013,-35.86,-36.077,-35.676,-35.311,-34.971,-34.596,-34.254,-33.94,-33.606,-33.299,-32.984,-32.638,-32.33,-32.06,-31.811,-31.615,-31.434,-31.236,-31.079,-30.963,-30.851,-30.738,-30.698,-30.685,-30.697,-30.72,-30.808,-30.96,-31.151
10,5B031FDDX00004,-42.907,-42.505,-41.987,-41.498,-41.049,-40.525,-40.023,-39.58,-39.147,-38.768,-38.319,-37.91,-37.387,-37.043,-36.602,-36.236,-36.025,-35.875,-36.086,-35.683,-35.317,-34.979,-34.601,-34.26,-33.946,-33.612,-33.304,-32.99,-32.644,-32.336,-32.065,-31.816,-31.62,-31.438,-31.24,-31.083,-30.967,-30.853,-30.742,-30.702,-30.688,-30.7,-30.722,-30.813,-30.965,-31.152
11,5B031FDDX00004,-42.908,-42.503,-41.982,-41.498,-41.052,-40.518,-40.031,-39.583,-39.151,-38.772,-38.324,-37.909,-37.391,-37.038,-36.603,-36.226,-36.024,-35.87,-36.088,-35.686,-35.321,-34.98,-34.604,-34.265,-33.95,-33.617,-33.307,-32.992,-32.646,-32.339,-32.069,-31.819,-31.622,-31.441,-31.244,-31.086,-30.969,-30.856,-30.743,-30.704,-30.689,-30.702,-30.723,-30.813,-30.962,-31.153
12,5B031FDDX00004,-43.248,-42.834,-42.316,-41.82,-41.358,-40.82,-40.326,-39.876,-39.448,-39.065,-38.622,-38.213,-37.676,-37.327,-36.877,-36.576,-36.368,-36.224,-36.442,-36.04,-35.671,-35.331,-34.953,-34.61,-34.294,-33.956,-33.643,-33.331,-32.979,-32.667,-32.395,-32.146,-31.945,-31.763,-31.564,-31.406,-31.291,-31.174,-31.065,-31.029,-31.01,-31.025,-31.043,-31.132,-31.287,-31.475
13,5B031FDDX00004,-43.342,-42.928,-42.405,-41.915,-41.453,-40.908,-40.416,-39.96,-39.532,-39.147,-38.706,-38.295,-37.762,-37.412,-36.96,-36.657,-36.448,-36.308,-36.524,-36.124,-35.754,-35.413,-35.037,-34.693,-34.376,-34.038,-33.724,-33.414,-33.06,-32.75,-32.478,-32.227,-32.027,-31.843,-31.646,-31.487,-31.37,-31.256,-31.146,-31.11,-31.091,-31.105,-31.122,-31.211,-31.365,-31.553
14,5B031FDDX00004,-43.274,-42.856,-42.334,-41.847,-41.378,-40.833,-40.354,-39.895,-39.476,-39.076,-38.648,-38.226,-37.708,-37.341,-36.901,-36.587,-36.385,-36.232,-36.452,-36.051,-35.682,-35.341,-34.965,-34.619,-34.303,-33.965,-33.651,-33.34,-32.986,-32.677,-32.403,-32.151,-31.952,-31.768,-31.572,-31.409,-31.294,-31.178,-31.067,-31.032,-31.011,-31.025,-31.043,-31.132,-31.286,-31.472
15,5B031FDDX00004,-43.354,-42.927,-42.405,-41.917,-41.454,-40.916,-40.427,-39.965,-39.548,-39.124,-38.707,-38.265,-37.742,-37.382,-36.941,-36.617,-36.416,-36.264,-36.468,-36.066,-35.697,-35.357,-34.981,-34.636,-34.322,-33.981,-33.669,-33.356,-33.003,-32.691,-32.418,-32.168,-31.967,-31.783,-31.586,-31.426,-31.309,-31.193,-31.084,-31.046,-31.026,-31.039,-31.056,-31.145,-31.299,-31.486
16,5B031FDDX00004,-43.28,-42.863,-42.338,-41.853,-41.387,-40.84,-40.365,-39.901,-39.479,-39.08,-38.656,-38.228,-37.709,-37.346,-36.907,-36.592,-36.388,-36.237,-36.455,-36.053,-35.683,-35.343,-34.966,-34.621,-34.302,-33.966,-33.653,-33.341,-32.987,-32.677,-32.404,-32.151,-31.951,-31.767,-31.569,-31.409,-31.291,-31.177,-31.066,-31.029,-31.009,-31.021,-31.039,-31.127,-31.279,-31.466
17,5B031FDDX00004,-43.347,-42.936,-42.412,-41.913,-41.452,-40.91,-40.424,-39.97,-39.55,-39.149,-38.712,-38.296,-37.769,-37.413,-36.963,-36.649,-36.439,-36.287,-36.465,-36.067,-35.695,-35.354,-34.977,-34.632,-34.316,-33.978,-33.663,-33.352,-32.998,-32.688,-32.414,-32.164,-31.962,-31.778,-31.581,-31.417,-31.309,-31.19,-31.076,-31.039,-31.019,-31.032,-31.049,-31.137,-31.291,-31.477
