dut_id:56100DLCQ00016 result:PASS time:30.911 device_config: G950-15970-04 station_id: MT5_FVN-E2F3-G01_FATP-AUDIO_BJ25A-01
phase,measurement,value,low_limit,high_limit,low_limit2,high_limit2
init_test_thread,Battery_Capacity,57,30.0 , 100.0,30.0 , 100.0
init_test_thread,speaker_cal,TRUE,'x' is True,,,
initial_dut_temperature,battery_temp,26.4,-inf , +inf,-inf , +inf
aow_info,connection_type,"""WIFI""",'x' is not None,,,
aow_info,ssid,"""MT5-G01-FATP-AUDIO01""",'x' is not None,,,
aow_info,freq,"""5700""",'x' is not None,,,
aow_info,rssi,"""-26""",'x' is not None,,,
DeviceInit,connection_type,"""WIFI""",'x' is not None,,,
mic_1_sens_functional,mic-1_sens_functional,-37.253,-90.0 , +inf,-90.0 , +inf
mic_1_sens,mic-1_sens,-37.253,-39.5 , -34.5,-39.5 , -34.5
mic_1_fr,mic-1_fr_00100.0,-37.669,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00106.0,-37.633,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00112.0,-37.597,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00118.0,-37.559,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00125.0,-37.514,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00132.0,-37.484,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00140.0,-37.473,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00150.0,-37.468,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00160.0,-37.49,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00170.0,-37.5,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00180.0,-37.496,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00190.0,-37.474,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00200.0,-37.44,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00212.0,-37.405,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00224.0,-37.377,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00236.0,-37.363,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00250.0,-37.352,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00265.0,-37.346,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00280.0,-37.337,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00300.0,-37.299,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00315.0,-37.254,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00335.0,-37.229,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00355.0,-37.24,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00375.0,-37.239,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00400.0,-37.217,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00425.0,-37.196,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00450.0,-37.187,-inf , +inf,-inf , +inf
mic_1_fr,mic-1_fr_00475.0,-37.213,-inf , +inf,-inf , +inf
